machine	theorem	file	tier	method	n	t	contexts
1RB0RC_0LB1RC_0RD0RA_1LB1LD	nqh_1RB0RC_0LB1RC_0RD0RA_1LB1LD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	291
1RB0RC_0LB1RC_1LB1LD_0RA1RA	nqh_1RB0RC_0LB1RC_1LB1LD_0RA1RA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	91
1RB0RC_0LB1RC_1LB1RD_0LA1LA	nqh_1RB0RC_0LB1RC_1LB1RD_0LA1LA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	99
1RB0RC_0LB1RC_1LB1RD_1LD0RA	nqh_1RB0RC_0LB1RC_1LB1RD_1LD0RA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	195
1RB0RC_0LB1RC_1LD0RA_1LB1RA	nqh_1RB0RC_0LB1RC_1LD0RA_1LB1RA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	247
1RB0RC_0LB1RC_1LD0RC_0LB1RA	nqh_1RB0RC_0LB1RC_1LD0RC_0LB1RA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	65
1RB0RC_0LB1RC_1LD0RC_1LB1RA	nqh_1RB0RC_0LB1RC_1LD0RC_1LB1RA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	68
1RB0RC_0LB1RC_1RD0LB_1LC0LA	nqh_1RB0RC_0LB1RC_1RD0LB_1LC0LA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	99
1RB0RC_0LB1RC_1RD0RA_1LD1LB	nqh_1RB0RC_0LB1RC_1RD0RA_1LD1LB	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	187
1RB0RC_0LB1RC_1RD1LB_1LA0LA	nqh_1RB0RC_0LB1RC_1RD1LB_1LA0LA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	127
1RB0RC_0LC1LA_0LB1RD_1LB0RD	nqh_1RB0RC_0LC1LA_0LB1RD_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	82
1RB0RC_0LC1LA_0LB1RD_1LC0RD	nqh_1RB0RC_0LC1LA_0LB1RD_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	80
1RB0RC_0LC1LA_0LC1RD_1LB0RD	nqh_1RB0RC_0LC1LA_0LC1RD_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	67
1RB0RC_0LC1LA_1LB1RD_1LB0RD	nqh_1RB0RC_0LC1LA_1LB1RD_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	70
1RB0RC_0LC1RD_0LB1LA_1LB0RD	nqh_1RB0RC_0LC1RD_0LB1LA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	125
1RB0RC_0LC1RD_0LB1LA_1LC0RD	nqh_1RB0RC_0LC1RD_0LB1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	133
1RB0RC_0LC1RD_0LC1LA_1LB0RD	nqh_1RB0RC_0LC1RD_0LC1LA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	113
1RB0RC_0LC1RD_0LC1LA_1LC0RD	nqh_1RB0RC_0LC1RD_0LC1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	113
1RB0RC_0LC1RD_1LB1LA_1LB0RD	nqh_1RB0RC_0LC1RD_1LB1LA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	115
1RB0RC_0RC0LC_1LD0RB_1LD1RA	nqh_1RB0RC_0RC0LC_1LD0RB_1LD1RA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	40
1RB0RC_0RC0LD_0RD0RB_1LD1RA	nqh_1RB0RC_0RC0LD_0RD0RB_1LD1RA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	131
1RB0RC_0RC0LD_1LD0RB_1LD1RA	nqh_1RB0RC_0RC0LD_1LD0RB_1LD1RA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	44
1RB0RC_0RC1RD_0LC1LA_1LC0RD	nqh_1RB0RC_0RC1RD_0LC1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	129
1RB0RC_1LA0LD_0RC1LB_1RC0LD	nqh_1RB0RC_1LA0LD_0RC1LB_1RC0LD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	73
1RB0RC_1LA0RD_0LC0RB_1LC0RD	nqh_1RB0RC_1LA0RD_0LC0RB_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	73
1RB0RC_1LA0RD_0LC0RB_1LC1RD	nqh_1RB0RC_1LA0RD_0LC0RB_1LC1RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	131
1RB0RC_1LA1LD_0RC1LA_1RC0LD	nqh_1RB0RC_1LA1LD_0RC1LA_1RC0LD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	67
1RB0RC_1LA1RC_0RC1LD_1LA0LD	nqh_1RB0RC_1LA1RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	121
1RB0RC_1LA1RD_0LC1LA_1LC0RD	nqh_1RB0RC_1LA1RD_0LC1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	111
1RB0RC_1LB1LC_1RD0LC_0RD1LA	nqh_1RB0RC_1LB1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	71
1RB0RC_1LB1RA_0RB0RD_0RC0LB	nqh_1RB0RC_1LB1RA_0RB0RD_0RC0LB	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	139
1RB0RC_1LB1RA_0RD0LB_0RB0RA	nqh_1RB0RC_1LB1RA_0RD0LB_0RB0RA	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	173
1RB0RC_1LB1RA_0RD0LB_0RB0RC	nqh_1RB0RC_1LB1RA_0RD0LB_0RB0RC	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	149
1RB0RC_1LB1RA_0RD0LB_1LB0RC	nqh_1RB0RC_1LB1RA_0RD0LB_1LB0RC	theories/Machines/ListCStage3/LCS3_fuel_05.v	R_NeverQH	fuel	2	0	47
1RB0RC_1LB1RA_0RD0LD_1LB0RC	nqh_1RB0RC_1LB1RA_0RD0LD_1LB0RC	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	47
1RB0RC_1LB1RA_1LB0RD_0RC0LB	nqh_1RB0RC_1LB1RA_1LB0RD_0RC0LB	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	48
1RB0RC_1LB1RA_1LB0RD_0RC0LC	nqh_1RB0RC_1LB1RA_1LB0RD_0RC0LC	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	44
1RB0RC_1LB1RA_1LD0RC_0LD1RB	nqh_1RB0RC_1LB1RA_1LD0RC_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	61
1RB0RC_1LB1RC_0RC1LD_1LA0LD	nqh_1RB0RC_1LB1RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	125
1RB0RC_1LB1RC_0RD0LB_0RB0RA	nqh_1RB0RC_1LB1RC_0RD0LB_0RB0RA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	181
1RB0RC_1LC0RB_0LC0RD_1LA1RD	nqh_1RB0RC_1LC0RB_0LC0RD_1LA1RD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	245
1RB0RC_1LC0RB_0LD1LA_0LD1RA	nqh_1RB0RC_1LC0RB_0LD1LA_0LD1RA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	59
1RB0RC_1LC0RB_1LD1LA_0LC1RA	nqh_1RB0RC_1LC0RB_1LD1LA_0LC1RA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	181
1RB0RC_1LC0RB_1LD1LA_0LC1RC	nqh_1RB0RC_1LC0RB_1LD1LA_0LC1RC	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	91
1RB0RC_1LC0RB_1LD1LA_0LD1RC	nqh_1RB0RC_1LC0RB_1LD1LA_0LD1RC	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	99
1RB0RC_1LC0RD_1LA0LC_0RD0LA	nqh_1RB0RC_1LC0RD_1LA0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	65
1RB0RC_1LC0RD_1LA0LC_0RD1LC	nqh_1RB0RC_1LC0RD_1LA0LC_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	81
1RB0RC_1LC1LA_0LB1RD_1LC0RD	nqh_1RB0RC_1LC1LA_0LB1RD_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	73
1RB0RC_1LC1LA_0LC1RD_1LB0RD	nqh_1RB0RC_1LC1LA_0LC1RD_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	68
1RB0RC_1LC1RD_0LB1LA_1LC0RD	nqh_1RB0RC_1LC1RD_0LB1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	91
1RB0RC_1LC1RD_0LC1LA_1LB0RD	nqh_1RB0RC_1LC1RD_0LC1LA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	123
1RB0RC_1LC1RD_0LC1LA_1LC0RD	nqh_1RB0RC_1LC1RD_0LC1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	95
1RB0RC_1LC1RD_1LA0LC_0RD1LC	nqh_1RB0RC_1LC1RD_1LA0LC_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	78
1RB0RC_1RC0RB_1LA0LD_1LD0LA	nqh_1RB0RC_1RC0RB_1LA0LD_1LD0LA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	195
1RB0RC_1RC1LA_1LD0RC_0LD1RB	nqh_1RB0RC_1RC1LA_1LD0RC_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	79
1RB0RC_1RC1LB_1LD0RA_0LD1RA	nqh_1RB0RC_1RC1LB_1LD0RA_0LD1RA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	203
1RB0RC_1RC1RD_0LC1LA_1LC0RD	nqh_1RB0RC_1RC1RD_0LC1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	127
1RB0RD_0LB1LC_0RC1RA_1LB0RD	nqh_1RB0RD_0LB1LC_0RC1RA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	141
1RB0RD_0LB1LC_1RD0LC_0RD1LA	nqh_1RB0RD_0LB1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	87
1RB0RD_0LB1RC_1LC1RA_1LB0RD	nqh_1RB0RD_0LB1RC_1LC1RA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	65
1RB0RD_0LB1RC_1LD0RC_0LB1LA	nqh_1RB0RD_0LB1RC_1LD0RC_0LB1LA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	91
1RB0RD_0LB1RC_1LD0RC_0LD1LA	nqh_1RB0RD_0LB1RC_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	99
1RB0RD_0LB1RC_1LD0RC_1LB1LA	nqh_1RB0RD_0LB1RC_1LD0RC_1LB1LA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	103
1RB0RD_0LB1RC_1RD1LA_1LB0RD	nqh_1RB0RD_0LB1RC_1RD1LA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	83
1RB0RD_0LC0RC_0RC1LD_1LA0LD	nqh_1RB0RD_0LC0RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	101
1RB0RD_0LC1RA_0LC1RD_1LB0RD	nqh_1RB0RD_0LC1RA_0LC1RD_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	65
1RB0RD_0LC1RA_1LB1RC_1LB0RD	nqh_1RB0RD_0LC1RA_1LB1RC_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	63
1RB0RD_0LC1RA_1LB1RC_1LC0RD	nqh_1RB0RD_0LC1RA_1LB1RC_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	58
1RB0RD_0LC1RA_1LB1RD_1LB0RD	nqh_1RB0RD_0LC1RA_1LB1RD_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	63
1RB0RD_0RC0RA_1LC1RA_0RB0LC	nqh_1RB0RD_0RC0RA_1LC1RA_0RB0LC	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	189
1RB0RD_0RC0RA_1LC1RB_0RB0LC	nqh_1RB0RD_0RC0RA_1LC1RB_0RB0LC	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	125
1RB0RD_0RC0RD_1LC1RA_0RB0LC	nqh_1RB0RD_0RC0RD_1LC1RA_0RB0LC	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	157
1RB0RD_0RC1RB_1LD0RB_0LD1LA	nqh_1RB0RD_0RC1RB_1LD0RB_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	117
1RB0RD_0RC1RB_1LD0RC_0LD1LA	nqh_1RB0RD_0RC1RB_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	81
1RB0RD_0RC1RC_1LD0RB_0LD1LA	nqh_1RB0RD_0RC1RC_1LD0RB_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	125
1RB0RD_0RC1RC_1LD0RC_0LD1LA	nqh_1RB0RD_0RC1RC_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	105
1RB0RD_1LB0RC_0RC1LD_1LA0LD	nqh_1RB0RD_1LB0RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	101
1RB0RD_1LB1LC_1RD0LC_0RD1LA	nqh_1RB0RD_1LB1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	113
1RB0RD_1LB1RC_0RC1LD_1LA0LD	nqh_1RB0RD_1LB1RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	82
1RB0RD_1LB1RC_1LD0RC_0LD1LA	nqh_1RB0RD_1LB1RC_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	109
1RB0RD_1LC0LA_1LA0LC_1RD0RB	nqh_1RB0RD_1LC0LA_1LA0LC_1RD0RB	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	192
1RB0RD_1LC0RB_0LC1RA_1LD1LA	nqh_1RB0RD_1LC0RB_0LC1RA_1LD1LA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	3	0	179
1RB0RD_1LC0RB_0LC1RD_0LA0RB	nqh_1RB0RD_1LC0RB_0LC1RD_0LA0RB	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	85
1RB0RD_1LC0RB_0LC1RD_0LA1LA	nqh_1RB0RD_1LC0RB_0LC1RD_0LA1LA	theories/Machines/ListCStage3/LCS3_fuel_06.v	R_NeverQH	fuel	2	0	109
1RB0RD_1LC0RB_0LC1RD_1LA0LA	nqh_1RB0RD_1LC0RB_0LC1RD_1LA0LA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	101
1RB0RD_1LC0RB_0LC1RD_1LA1LA	nqh_1RB0RD_1LC0RB_0LC1RD_1LA1LA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	77
1RB0RD_1LC0RB_0LC1RD_1LC1LA	nqh_1RB0RD_1LC0RB_0LC1RD_1LC1LA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	85
1RB0RD_1LC0RC_0RC1LD_1LA0LD	nqh_1RB0RD_1LC0RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	129
1RB0RD_1LC0RD_1LC1RA_0RB0LB	nqh_1RB0RD_1LC0RD_1LC1RA_0RB0LB	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	45
1RB0RD_1LC0RD_1LC1RA_0RB0LC	nqh_1RB0RD_1LC0RD_1LC1RA_0RB0LC	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	49
1RB0RD_1LC1LA_0LC1RD_0LA0RB	nqh_1RB0RD_1LC1LA_0LC1RD_0LA0RB	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	113
1RB0RD_1LC1LA_0LC1RD_0RB0RB	nqh_1RB0RD_1LC1LA_0LC1RD_0RB0RB	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	119
1RB0RD_1LC1LA_0LC1RD_0RB0RD	nqh_1RB0RD_1LC1LA_0LC1RD_0RB0RD	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	105
1RB0RD_1LC1LA_0LC1RD_1LC0RB	nqh_1RB0RD_1LC1LA_0LC1RD_1LC0RB	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	89
1RB0RD_1LC1RA_0LC1RD_1LB0RD	nqh_1RB0RD_1LC1RA_0LC1RD_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	64
1RB0RD_1LC1RB_0LB1RA_1LB0RD	nqh_1RB0RD_1LC1RB_0LB1RA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	54
1RB0RD_1LC1RB_0LB1RA_1LC0RD	nqh_1RB0RD_1LC1RB_0LB1RA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	59
1RB0RD_1LC1RD_0LB1RA_1LC0RD	nqh_1RB0RD_1LC1RD_0LB1RA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	59
1RB0RD_1LC1RD_1LA0LC_0RD1LC	nqh_1RB0RD_1LC1RD_1LA0LC_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	121
1RB0RD_1RC1RC_1LD0RC_0LD1LA	nqh_1RB0RD_1RC1RC_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	103
1RB0RD_1RC1RD_1LA0LC_0RD1LC	nqh_1RB0RD_1RC1RD_1LA0LC_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	131
1RB1LA_0LA0RC_0LD0RB_1LD1LA	nqh_1RB1LA_0LA0RC_0LD0RB_1LD1LA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	107
1RB1LA_0LA0RC_0LD0RB_1LD1RA	nqh_1RB1LA_0LA0RC_0LD0RB_1LD1RA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	129
1RB1LA_0LA1LC_1RD0LC_0RD0RB	nqh_1RB1LA_0LA1LC_1RD0LC_0RD0RB	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	90
1RB1LA_0LA1LC_1RD0LC_0RD1LA	nqh_1RB1LA_0LA1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	71
1RB1LA_0LA1LC_1RD0LC_0RD1RA	nqh_1RB1LA_0LA1LC_1RD0LC_0RD1RA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	185
1RB1LA_0LA1LC_1RD0LC_0RD1RB	nqh_1RB1LA_0LA1LC_1RD0LC_0RD1RB	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	76
1RB1LA_0LB1LC_1RD0LC_0RD1LA	nqh_1RB1LA_0LB1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	113
1RB1LA_0LC0RB_1LC1RD_0LA0RD	nqh_1RB1LA_0LC0RB_1LC1RD_0LA0RD	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	105
1RB1LA_0LC0RD_1LC1LA_0LA0RB	nqh_1RB1LA_0LC0RD_1LC1LA_0LA0RB	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	71
1RB1LA_0RC0RD_1LC0RA_0RB0LC	nqh_1RB1LA_0RC0RD_1LC0RA_0RB0LC	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	159
1RB1LA_1LA0LC_1RD0LC_0RD0LA	nqh_1RB1LA_1LA0LC_1RD0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	69
1RB1LA_1LA0LC_1RD0LC_0RD1LB	nqh_1RB1LA_1LA0LC_1RD0LC_0RD1LB	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	69
1RB1LA_1LA0RC_1LD0RC_0LD0RA	nqh_1RB1LA_1LA0RC_1LD0RC_0LD0RA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	53
1RB1LA_1LA0RC_1LD0RC_0LD0RB	nqh_1RB1LA_1LA0RC_1LD0RC_0LD0RB	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	69
1RB1LA_1LA0RC_1LD1RC_0LD0RB	nqh_1RB1LA_1LA0RC_1LD1RC_0LD0RB	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	101
1RB1LA_1LA1LC_1RD0LC_0RD1LA	nqh_1RB1LA_1LA1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	97
1RB1LA_1LA1LC_1RD0LC_0RD1RA	nqh_1RB1LA_1LA1LC_1RD0LC_0RD1RA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	153
1RB1LA_1LA1RC_0RC1LD_1LA0LD	nqh_1RB1LA_1LA1RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	93
1RB1LA_1LB1LC_1RD0LC_0RD1LA	nqh_1RB1LA_1LB1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	109
1RB1LA_1LB1LC_1RD0LC_0RD1RA	nqh_1RB1LA_1LB1LC_1RD0LC_0RD1RA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	165
1RB1LA_1LB1RC_0RC1LD_1LA0LD	nqh_1RB1LA_1LB1RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	101
1RB1LA_1LC0RB_0LC0RD_0LA1RD	nqh_1RB1LA_1LC0RB_0LC0RD_0LA1RD	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	175
1RB1LA_1LC0RB_0LC0RD_1LA1RD	nqh_1RB1LA_1LC0RB_0LC0RD_1LA1RD	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	79
1RB1LA_1LC0RB_0LD0RA_0LD1RB	nqh_1RB1LA_1LC0RB_0LD0RA_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	73
1RB1LA_1LC0RB_0LD0RA_1LC1RB	nqh_1RB1LA_1LC0RB_0LD0RA_1LC1RB	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	71
1RB1LA_1LC0RB_0LD0RA_1LC1RD	nqh_1RB1LA_1LC0RB_0LD0RA_1LC1RD	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	71
1RB1LA_1LC0RB_0LD1RA_0LD0RA	nqh_1RB1LA_1LC0RB_0LD1RA_0LD0RA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	65
1RB1LA_1LC0RB_0RD0LC_1RD0LA	nqh_1RB1LA_1LC0RB_0RD0LC_1RD0LA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	173
1RB1LA_1LC0RB_1LD0RA_0LC0LA	nqh_1RB1LA_1LC0RB_1LD0RA_0LC0LA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	111
1RB1LA_1LC0RB_1LD0RA_0LC1LA	nqh_1RB1LA_1LC0RB_1LD0RA_0LC1LA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	83
1RB1LA_1LC0RB_1LD0RA_0LC1RA	nqh_1RB1LA_1LC0RB_1LD0RA_0LC1RA	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	95
1RB1LA_1LC0RB_1LD0RA_0LD1RB	nqh_1RB1LA_1LC0RB_1LD0RA_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_07.v	R_NeverQH	fuel	2	0	74
