machine	quiet_state	n	t	gate	ms	closure_size
0RB---_1LC1RB_0RC1LD_1RB0LD	A	2	1999	count-lex	153	32
0RB---_1LC1RB_0RD0LC_1RB1RD	A	2	1280	count-lex	138	34
0RB---_1LC1RB_0RD0LD_0RB1LD	A	2	1536	count-lex	223	41
0RB---_1LC1RB_0RD1LC_---1RB	A	2	1280	count-lex	148	15
0RB---_1LC1RB_0RD1LD_0RB1LD	A	2	1280	count-lex	116	15
0RB---_1LC1RB_0RD1LD_1RB0LC	A	2	1536	count-lex	200	28
0RB---_1LC1RB_0RD1RD_0RB1LD	A	2	1280	count-lex	173	18
0RB---_1LC1RB_1LA1LD_1RB0LD	A	2	1999	count-lex	160	32
0RB---_1LC1RB_1LD0LD_0RB1LD	A	2	1536	count-lex	336	41
0RB---_1LC1RB_1LD0LD_1RD0LB	A	2	1536	rank	115	25
0RB---_1LC1RB_1RB0LD_0RC0LD	A	2	1280	count-lex	121	34
0RB---_1LC1RB_1RB0LD_0RC1LD	A	2	1536	count-lex	167	41
0RB---_1LC1RB_1RB1LD_0RB1RD	A	2	1536	rank	161	14
0RB---_1LC1RB_1RC1LD_0RB0LC	A	2	1280	count-lex	187	41
0RB---_1LC1RB_1RC1LD_0RB1LD	A	2	1280	count-lex	128	15
0RB---_1LC1RB_1RD0LD_0RB1LD	A	2	1280	count-lex	222	41
0RB---_1LC1RB_1RD1LD_0RB1LD	A	2	1280	count-lex	126	15
0RB---_1LC1RB_1RD1RC_0RB1LD	A	2	1280	count-lex	179	24
0RB---_1LC1RC_0LD1LD_1RB0LB	A	2	1280	rank	85	19
0RB---_1LC1RC_0LD1LD_1RB1LB	A	2	1280	rank	91	18
0RB---_1LC1RC_0RD0LD_0RB1RB	A	2	1280	rank	98	22
0RB---_1LC1RC_1LD0RC_0RB0LD	A	2	1280	count-lex	84	38
0RB---_1LC1RC_1LD0RC_0RB1LB	A	2	1536	count-lex	157	34
0RB---_1LC1RC_1RB0LD_1LC1LC	A	3	1280	count-lex	139	21
0RB---_1LC1RC_1RB0LD_1RD1LC	A	3	1280	count-lex	151	25
0RB---_1LC1RC_1RB0RD_1LB0RD	A	2	1280	rank	102	20
0RB---_1LC1RC_1RB1LD_0LB0LC	A	2	1280	count-lex	102	36
0RB---_1LC1RC_1RB1LD_1RB0LC	A	2	1536	count-lex	296	36
0RB---_1LC1RC_1RD1RB_0RB1LD	A	2	1280	count-lex	184	24
0RB---_1LC1RD_0RB0LC_1LB0RD	A	2	1536	count-lex	107	28
0RB---_1LC1RD_0RB1LB_1LB0RD	A	2	1536	count-lex	122	26
0RB---_1LC1RD_0RB1LC_0LD1RB	A	2	1280	count-lex	177	19
0RB---_1LC1RD_0RB1LC_1LC1RB	A	2	1280	count-lex	147	19
0RB---_1LC1RD_0RB1LC_1LC1RD	A	2	1280	count-lex	149	15
0RB---_1LC1RD_0RB1LC_1RB0LC	A	2	1280	count-lex	141	42
0RB---_1LC1RD_0RC1LD_1RB0LC	A	2	1999	count-lex	261	41
0RB---_1LC1RD_0RD0LC_0RB1RB	A	2	1536	rank	99	13
0RB---_1LC1RD_0RD0LC_1RB1RD	A	2	1536	count-lex	193	42
0RB---_1LC1RD_0RD0LD_0RB1RB	A	2	1999	rank	114	21
0RB---_1LC1RD_0RD1LC_0LD1RB	A	2	1280	count-lex	175	20
0RB---_1LC1RD_0RD1LC_0RB1RB	A	2	1536	rank	99	15
0RB---_1LC1RD_0RD1LC_1LC1RB	A	2	1280	count-lex	155	19
0RB---_1LC1RD_1LD0LC_0RB0LC	A	2	1280	count-lex	193	36
0RB---_1LC1RD_1LD1LC_1RB1RB	A	2	1280	count-lex	84	17
0RB---_1LC1RD_1LD1RC_0RB0LC	A	2	1280	count-lex	145	34
0RB---_1LC1RD_1RB1LC_0LC1RD	A	2	1280	count-lex	164	15
0RB---_1LC1RD_1RB1LD_1RC0LD	A	2	1999	count-lex	169	39
0RB---_1LC1RD_1RC1LB_0RB1RB	A	2	1999	rank	131	17
0RB---_1LC1RD_1RD0LB_0RB1RB	A	2	1536	rank	100	15
0RB---_1LC1RD_1RD1LB_0RB1RB	A	2	1536	rank	109	14
0RB---_1LC1RD_1RD1RC_1LB0RD	A	2	1536	rank	149	14
0RB---_1RC---_0LD1RC_1RC1LD	B	2	1280	count-lex	68	15
0RB---_1RC---_0RD1LC_1LC1RD	B	2	1280	count-lex	76	21
0RB---_1RC---_1LD0RB_1RC0LC	A	3	1280	count-lex	127	14
0RB---_1RC---_1LD0RD_1RC0LC	B	3	1280	rank	65	14
0RB---_1RC---_1LD1RC_0RC1LD	B	2	1280	count-lex	40	15
0RB---_1RC---_1RD0LD_1LC0RC	B	3	1280	rank	93	14
0RB---_1RC0LB_0LD1RB_1LB0RC	A	2	1999	count-lex	138	43
0RB---_1RC0LB_0LD1RC_1LB0RC	A	2	1280	rank	71	19
0RB---_1RC0LB_0LD1RD_1RB1LB	A	2	1280	count-lex	164	34
0RB---_1RC0LB_0RD0RD_1LD1LB	A	2	1280	count-lex	156	41
0RB---_1RC0LB_0RD1RC_1LD1LB	A	2	1999	count-lex	255	45
0RB---_1RC0LB_0RD1RD_0LD1LB	A	2	1536	count-lex	100	36
0RB---_1RC0LB_1LC0RD_1LD1LB	A	2	1280	count-lex	95	49
0RB---_1RC0LB_1LD0RB_1LB0LC	A	4	1536	count-lex	280	32
0RB---_1RC0LB_1RD1LB_0LC0RD	A	2	1999	count-lex	117	28
0RB---_1RC0LB_1RD1LB_0LC1LD	A	2	1280	rank	115	19
0RB---_1RC0LB_1RD1LB_0LC1RC	A	2	1536	count-lex	128	26
0RB---_1RC0LC_0LD0RD_0LB1LB	A	2	1280	rank	103	20
0RB---_1RC0LC_0RD1LB_1LC1RD	A	2	1999	count-lex	301	33
0RB---_1RC0LC_0RD1LD_1LB0LB	A	2	1280	rank	123	47
0RB---_1RC0LC_1LB0RB_------	A	3	1280	rank	78	14
0RB---_1RC0LC_1LB0RD_0LD1LC	A	2	1999	rank	133	22
0RB---_1RC0LC_1LB0RD_1RC---	A	3	1280	count-lex	129	14
0RB---_1RC0LD_0LB0RB_1RB1LB	A	2	1280	count-lex	190	48
0RB---_1RC0LD_0LB1RB_1RB1LB	A	2	1280	count-lex	87	26
0RB---_1RC0LD_0LB1RC_1LB1LD	A	2	1280	count-lex	253	20
0RB---_1RC0LD_0LB1RD_1LB0RD	A	2	1999	rank	97	18
0RB---_1RC0LD_0LD0RD_0LB1LB	A	2	1999	rank	139	19
0RB---_1RC0LD_0LD1RC_0LB1LB	A	2	1536	rank	117	14
0RB---_1RC0LD_0LD1RD_1LB0RD	A	2	1999	rank	95	18
0RB---_1RC0LD_0RD1RD_1LB0RD	A	2	1280	rank	94	18
0RB---_1RC0LD_1LB0RB_1LB---	A	3	1280	count-lex	88	14
0RB---_1RC0LD_1LB0RD_1LB0LB	A	2	1280	count-lex	47	36
0RB---_1RC0LD_1LB1RB_0RC1LD	A	2	1536	count-lex	218	42
0RB---_1RC0LD_1LB1RB_1LB1LB	A	3	1280	count-lex	94	21
0RB---_1RC0LD_1LB1RB_1RD1LB	A	3	1280	count-lex	192	25
0RB---_1RC0LD_1LB1RC_0RB1LD	A	2	1536	count-lex	231	41
0RB---_1RC0LD_1LB1RC_1LB1LD	A	2	1280	count-lex	341	26
0RB---_1RC0LD_1LB1RD_1LB0RD	A	2	1280	rank	92	20
0RB---_1RC0LD_1LC1RD_1LB0RD	A	2	1280	rank	88	18
0RB---_1RC0LD_1LD0RB_1LB0LD	A	3	1280	count-lex	86	14
0RB---_1RC0LD_1LD1RB_0LB1LB	A	2	1536	rank	93	11
0RB---_1RC0LD_1LD1RC_0RB1LB	A	2	1280	count-lex	89	28
0RB---_1RC0LD_1LD1RC_0RC1LB	A	2	1280	count-lex	174	32
0RB---_1RC0LD_1LD1RC_0RD1LB	A	2	1280	count-lex	164	33
0RB---_1RC0LD_1LD1RD_1LB0RD	A	2	1280	rank	89	18
0RB---_1RC0LD_1RD0RB_1LB0RD	A	4	1280	count-lex	206	32
0RB---_1RC0LD_1RD0RC_1LB0RC	A	3	1280	count-lex	121	14
0RB---_1RC0RB_0LD0RD_1RB1LB	A	3	1999	rank	164	19
0RB---_1RC0RB_0LD1RB_1LB0RC	A	2	1999	rank	123	26
0RB---_1RC0RB_0LD1RB_1LB1LC	A	2	1280	count-lex	199	50
0RB---_1RC0RB_0RD1LB_1LC1RD	A	2	1280	rank	112	19
0RB---_1RC0RB_0RD1RB_0LD1LB	A	2	1536	rank	128	23
0RB---_1RC0RB_1LC1RD_0LB0RC	A	2	1536	rank	111	14
0RB---_1RC0RB_1LC1RD_1LB0RC	A	2	1999	rank	140	15
0RB---_1RC0RB_1LD0RB_1RB0LC	A	3	1280	count-lex	88	14
0RB---_1RC0RB_1RD0RC_1LD0LB	A	2	1999	rank	117	25
0RB---_1RC0RC_0RD0RD_1LD1RB	A	3	1999	rank	174	20
0RB---_1RC0RC_1LC0RD_1RB1LD	A	2	1999	rank	131	25
0RB---_1RC0RC_1LD1RC_0LC1RB	A	2	1999	rank	88	13
0RB---_1RC0RC_1LD1RC_0LD1RB	A	2	1999	rank	137	13
0RB---_1RC0RC_1LD1RC_1LC1RB	A	2	1999	rank	164	13
0RB---_1RC0RC_1LD1RC_1LD1RB	A	2	1999	rank	174	10
0RB---_1RC0RC_1LD1RD_0LD1RB	A	2	1536	rank	124	17
0RB---_1RC0RD_0LD1RB_1LC1RD	A	2	1999	rank	93	13
0RB---_1RC0RD_1LC1RB_1LC1RD	A	2	1999	rank	216	10
0RB---_1RC0RD_1LD0RB_1LB0LC	A	3	1280	count-lex	183	22
0RB---_1RC1LB_0LB0RD_0LB1LC	A	2	1280	rank	186	20
0RB---_1RC1LB_0LB0RD_0LB1LD	A	2	1280	rank	100	20
0RB---_1RC1LB_0LB0RD_0LB1RC	A	2	1536	count-lex	215	34
0RB---_1RC1LB_0LB0RD_0LD1LC	A	2	1536	rank	229	13
0RB---_1RC1LB_0LB0RD_1LD0LC	A	2	1536	rank	130	15
0RB---_1RC1LB_0LB1RC_------	A	2	1280	count-lex	63	15
0RB---_1RC1LB_0LB1RD_0LB0RC	A	2	1999	count-lex	489	41
0RB---_1RC1LB_0LB1RD_0LB1LD	A	2	1280	rank	106	25
0RB---_1RC1LB_0LB1RD_0LB1RC	A	2	1280	count-lex	235	19
0RB---_1RC1LB_0LB1RD_0LB1RD	A	2	1280	count-lex	161	15
0RB---_1RC1LB_0LB1RD_0LD1RC	A	2	1280	count-lex	231	20
0RB---_1RC1LB_0LB1RD_0RC0LC	A	2	1999	count-lex	409	44
0RB---_1RC1LB_0LB1RD_1LC0LD	A	2	1280	rank	110	19
0RB---_1RC1LB_0LB1RD_1LC0RC	A	2	1280	count-lex	157	33
0RB---_1RC1LB_0LC1RD_0LB1RC	A	2	1280	count-lex	275	20
0RB---_1RC1LB_0LC1RD_0LB1RD	A	2	1280	count-lex	146	15
0RB---_1RC1LB_0LC1RD_1LB0RD	A	2	1999	count-lex	235	32
0RB---_1RC1LB_0LD0RC_1LB1LD	A	2	1280	count-lex	157	34
0RB---_1RC1LB_0LD0RD_0LB1RD	A	2	1536	count-lex	398	41
0RB---_1RC1LB_0LD1LD_0LB1RD	A	2	1280	count-lex	367	18
0RB---_1RC1LB_0LD1RC_---1LB	A	2	1280	count-lex	343	15
0RB---_1RC1LB_0LD1RD_0LB1RD	A	2	1280	count-lex	155	15
0RB---_1RC1LB_0LD1RD_1LB0RC	A	2	1536	count-lex	250	28
0RB---_1RC1LB_1LB0RD_0LC0RD	A	2	1280	count-lex	120	34
0RB---_1RC1LB_1LB0RD_0LC1RD	A	2	1536	count-lex	175	41
0RB---_1RC1LB_1LB1RD_0LB1LD	A	2	1536	rank	291	14
0RB---_1RC1LB_1LC1RD_0LB0RC	A	2	1280	count-lex	261	41
0RB---_1RC1LB_1LC1RD_0LB1RD	A	2	1280	count-lex	200	15
0RB---_1RC1LB_1LD0RD_0LB1RD	A	2	1280	count-lex	255	41
0RB---_1RC1LB_1LD1LC_0LB1RD	A	2	1280	count-lex	200	24
0RB---_1RC1LB_1LD1RD_0LB1RD	A	2	1280	count-lex	257	15
0RB---_1RC1LB_1RD0RD_0LB1RD	A	2	1536	count-lex	551	41
0RB---_1RC1LB_1RD0RD_1LD0RB	A	2	1536	rank	250	25
0RB---_1RC1LC_0LD0RD_0LB1LB	A	2	1280	rank	104	22
0RB---_1RC1LC_0RD1RD_1LB0RB	A	2	1280	rank	164	19
0RB---_1RC1LC_0RD1RD_1LB1RB	A	2	1280	rank	154	18
0RB---_1RC1LC_1LB0LD_1RB0LD	A	2	1280	rank	105	20
0RB---_1RC1LC_1LB0RD_1LD1RC	A	3	1280	count-lex	177	25
0RB---_1RC1LC_1LB0RD_1RC1RC	A	3	1280	count-lex	150	21
0RB---_1RC1LC_1LB1RD_0RB0RC	A	2	1280	count-lex	118	36
0RB---_1RC1LC_1LB1RD_1LB0RC	A	2	1536	count-lex	407	36
0RB---_1RC1LC_1LD1LB_0LB1RD	A	2	1280	count-lex	182	24
0RB---_1RC1LC_1RD0LC_0LB0RD	A	2	1280	count-lex	83	38
0RB---_1RC1LC_1RD0LC_0LB1RB	A	2	1536	count-lex	160	34
0RB---_1RC1LD_0LB0RC_1RB0LD	A	2	1536	count-lex	112	28
0RB---_1RC1LD_0LB1RB_1RB0LD	A	2	1536	count-lex	130	26
0RB---_1RC1LD_0LB1RC_0RD1LB	A	2	1280	count-lex	236	19
0RB---_1RC1LD_0LB1RC_1LB0RC	A	2	1280	count-lex	183	42
0RB---_1RC1LD_0LB1RC_1RC1LB	A	2	1280	count-lex	159	19
0RB---_1RC1LD_0LB1RC_1RC1LD	A	2	1280	count-lex	154	15
0RB---_1RC1LD_0LC1RD_1LB0RC	A	2	1999	count-lex	258	41
0RB---_1RC1LD_0LD0RC_0LB1LB	A	2	1536	rank	97	13
0RB---_1RC1LD_0LD0RC_1LB1LD	A	2	1536	count-lex	184	42
0RB---_1RC1LD_0LD0RD_0LB1LB	A	2	1999	rank	104	21
0RB---_1RC1LD_0LD1RC_0LB1LB	A	2	1536	rank	106	15
0RB---_1RC1LD_0LD1RC_0RD1LB	A	2	1280	count-lex	183	20
0RB---_1RC1LD_0LD1RC_1RC1LB	A	2	1280	count-lex	159	19
0RB---_1RC1LD_1LB1RC_0RC1LD	A	2	1280	count-lex	160	15
0RB---_1RC1LD_1LB1RD_1LC0RD	A	2	1999	count-lex	155	39
0RB---_1RC1LD_1LC1RB_0LB1LB	A	2	1999	rank	131	17
0RB---_1RC1LD_1LD0RB_0LB1LB	A	2	1536	rank	107	15
0RB---_1RC1LD_1LD1LC_1RB0LD	A	2	1536	rank	152	14
0RB---_1RC1LD_1LD1RB_0LB1LB	A	2	1536	rank	113	14
0RB---_1RC1LD_1RD0RC_0LB0RC	A	2	1280	count-lex	175	36
0RB---_1RC1LD_1RD1LC_0LB0RC	A	2	1280	count-lex	144	34
0RB---_1RC1LD_1RD1RC_1LB1LB	A	2	1280	count-lex	85	17
0RB---_1RC1RB_0LC0LD_1RB1LD	A	2	1280	count-lex	161	21
0RB---_1RC1RB_0LC1LD_0RB1LD	A	2	1280	count-lex	187	19
0RB---_1RC1RB_0LD---_0RB1LD	A	2	1280	count-lex	177	19
0RB---_1RC1RB_0LD0LB_1LB1LD	A	2	1280	count-lex	60	26
0RB---_1RC1RB_0LD0RB_1LB1LD	A	2	1536	count-lex	242	35
0RB---_1RC1RB_0LD1RB_0RC1LD	A	2	1280	count-lex	182	19
0RB---_1RC1RB_1LC1LD_0RB0LD	A	2	1280	count-lex	162	51
0RB---_1RC1RB_1LC1LD_1RB0LD	A	2	1280	rank	92	20
0RB---_1RC1RB_1LC1RD_0LB0RC	A	2	1536	rank	114	18
0RB---_1RC1RB_1LC1RD_1LB0RC	A	2	1999	rank	153	19
0RB---_1RC1RB_1LD0RB_1LB1LD	A	2	1999	count-lex	253	31
0RB---_1RC1RB_1LD0RD_1LB1LD	A	2	1280	count-lex	186	24
0RB---_1RC1RB_1LD1LC_1RB1LC	A	2	1280	count-lex	80	14
0RB---_1RC1RB_1LD1LD_1RB1LC	A	2	1280	count-lex	88	17
0RB---_1RC1RB_1LD1RB_0RC0LD	A	2	1280	count-lex	228	36
0RB---_1RC1RB_1LD1RB_1LB1LD	A	2	1280	count-lex	77	14
0RB---_1RC1RB_1RD0RD_1LD0LB	A	2	1999	rank	149	35
0RB---_1RC1RC_0LD1RC_1RB1LD	A	2	1280	count-lex	98	15
0RB---_1RC1RC_1LD0RB_1RB1LC	A	2	1536	count-lex	271	33
0RB---_1RC1RC_1LD0RB_1RC1LC	A	3	1280	count-lex	139	21
0RB---_1RC1RC_1LD0RC_1RB0LC	A	2	1280	rank	97	20
0RB---_1RC1RC_1LD1RB_1LB1LD	A	2	1280	count-lex	105	17
0RB---_1RC1RC_1LD1RC_0RB1LD	A	2	1280	count-lex	180	15
0RB---_1RC1RD_0LC1LD_1RB0LD	A	2	1280	rank	125	15
0RB---_1RC1RD_0RD1LC_1LB1RB	A	2	1280	count-lex	287	24
0RB---_1RC1RD_1RD1RC_1LB1LD	A	2	1280	count-lex	281	17
0RB0LA_1RC0LD_1LA1RD_1LB0RD	A	2	1999	rank	107	18
0RB0LA_1RC1LB_1LA1LD_0LB1RD	A	2	1280	count-lex	153	18
0RB0LA_1RC1LB_1LA1RD_0LB1RD	A	2	1280	count-lex	101	15
0RB0LB_0RC1LB_1LD1RC_1RA1RB	A	2	1280	count-lex	162	18
0RB0LB_1LA1RC_0RD1LC_1LB1RD	A	2	1280	count-lex	269	24
0RB0LB_1LC0RD_1RA1LD_1RB0LD	A	2	1280	rank	99	18
0RB0LB_1LC1RB_1RA1LD_0RB1LD	A	2	1280	count-lex	104	15
0RB0LB_1LC1RB_1RA1RD_0RB1LD	A	2	1280	count-lex	183	18
0RB0LC_0RC1LB_1LD1RC_1RA1LB	A	2	1280	count-lex	123	15
0RB0LC_0RC1LB_1LD1RC_1RA1RB	A	2	1280	count-lex	183	18
0RB0LC_1LA1LC_1RD1LC_0RC1LA	B	2	1999	rank	97	13
0RB0LC_1LA1RB_0RD1LC_1LC1RD	B	2	1280	count-lex	119	15
0RB0LC_1LA1RB_1LD0RD_1RC0LC	B	3	1280	rank	128	14
0RB0LC_1LA1RB_1LD1RC_0RC1LD	B	2	1280	count-lex	50	15
0RB0LC_1LA1RB_1RD1LC_0RC1LA	B	2	1280	rank	54	13
0RB0LC_1LC---_1RD1LC_0RC1LA	B	2	1999	rank	50	13
0RB0LC_1LC---_1RD1LC_1RC1LA	B	2	1999	rank	96	13
0RB0LC_1LC---_1RD1LC_1RD1LA	B	2	1999	rank	81	10
0RB0LC_1LC1RB_1RA1LD_0RB1LD	A	2	1280	count-lex	87	15
0RB0LC_1LC1RB_1RA1LD_1RB0LD	A	2	1280	count-lex	193	32
0RB0LC_1RC1LB_1LA1LD_0LB1RD	A	2	1280	count-lex	284	24
0RB0LC_1RC1LB_1LA1RD_0LB1RD	A	2	1280	count-lex	149	21
0RB0LD_0LC1RB_1RD1LC_1LA1LB	A	2	1280	count-lex	196	24
0RB0LD_1LA1RC_0LD0LA_1RD1LC	B	3	1536	rank	51	15
0RB0LD_1LC---_0RD1LA_1RC1LD	B	2	1999	rank	118	13
0RB0LD_1LC---_1RC1LA_1RC1LD	B	2	1999	rank	82	10
0RB0LD_1LC0RD_0RA1LD_1RB0LD	A	2	1999	rank	102	18
0RB0LD_1LC0RD_1RA1LD_1RB0LD	A	2	1280	rank	89	18
0RB0LD_1LC1RA_0RC1RD_1LB0RD	A	2	1280	rank	98	15
0RB0LD_1LC1RB_1RA1LD_0RB1LD	A	2	1280	count-lex	162	15
0RB0LD_1LC1RB_1RA1RD_0RB1LD	A	2	1280	count-lex	275	18
0RB0LD_1RC0LD_0LA1RD_1LB0RD	A	2	1999	rank	107	18
0RB0LD_1RC0LD_1LA1RD_1LB0RD	A	2	1280	rank	96	20
0RB0RB_0LC1RB_1RD1LC_1LA1LB	A	2	1280	count-lex	252	18
0RB0RB_1LA1RC_0RD1LC_1LB1RD	A	2	1280	count-lex	232	18
0RB0RB_1RC0LD_1LA1RD_1LB0RD	A	2	1280	rank	86	18
0RB0RB_1RC1LB_1LA1LD_0LB1RD	A	2	1280	count-lex	220	18
0RB0RB_1RC1LB_1LA1RD_0LB1RD	A	2	1280	count-lex	107	15
0RB0RC_0LC1RB_1RD1LC_1LA1LB	A	2	1280	count-lex	351	18
0RB0RC_0LC1RB_1RD1LC_1LA1RB	A	2	1280	count-lex	135	15
0RB0RC_1LA1LC_0LD1RC_1RB1LD	A	2	1280	count-lex	231	18
0RB0RC_1LA1RB_1LD1RC_0RC1LD	B	2	1280	count-lex	64	15
0RB0RC_1LA1RB_1RD1LC_0LC1RD	B	2	1280	count-lex	133	15
0RB0RC_1LA1RC_0RD1LC_1LB1RD	A	2	1280	count-lex	151	18
0RB0RC_1LA1RC_1LD1RC_0LC1RA	B	2	1999	rank	90	13
0RB0RC_1RC---_1LD1RC_0LC1RA	B	2	1999	rank	82	13
0RB0RC_1RC---_1LD1RC_1LC1RA	B	2	1999	rank	105	13
0RB0RC_1RC---_1LD1RC_1LD1RA	B	2	1999	rank	78	10
0RB0RC_1RC1LB_1LA1RD_0LB1RD	A	2	1280	count-lex	124	15
0RB0RC_1RC1LB_1LA1RD_1LB0RD	A	2	1280	count-lex	95	32
0RB0RD_1LA1LC_0RD0RA_1LD1RC	B	3	1536	rank	49	15
0RB0RD_1LC0RD_0RA1LD_1RB0LD	A	2	1999	rank	176	18
0RB0RD_1LC0RD_1RA1LD_1RB0LD	A	2	1280	rank	219	20
0RB0RD_1RC---_0LD1RA_1LC1RD	B	2	1999	rank	51	13
0RB0RD_1RC---_1LC1RA_1LC1RD	B	2	1999	rank	179	10
0RB0RD_1RC0LD_0LA1RD_1LB0RD	A	2	1999	rank	182	18
0RB0RD_1RC0LD_1LA1RD_1LB0RD	A	2	1280	rank	159	18
0RB0RD_1RC1LA_0LC1LD_1RB0LD	A	2	1280	rank	105	15
0RB0RD_1RC1LB_1LA1LD_0LB1RD	A	2	1280	count-lex	307	18
0RB0RD_1RC1LB_1LA1RD_0LB1RD	A	2	1280	count-lex	172	15
0RB1LA_0LC1RB_1RD1LC_0LA1LB	A	2	1280	count-lex	83	18
0RB1LA_0LC1RB_1RD1LC_1LA1RB	A	2	1280	count-lex	114	15
0RB1LA_0LC1RD_0LD---_1LA1RD	C	2	1280	count-lex	293	15
0RB1LA_0LC1RD_0RD---_1LA1RD	C	2	1280	count-lex	244	15
0RB1LA_0LC1RD_1LA---_1LA0RD	C	2	1999	rank	135	12
0RB1LA_0LC1RD_1LA---_1LA1RD	C	2	1280	count-lex	300	15
0RB1LA_0LC1RD_1LD---_1LA1RD	C	2	1280	count-lex	99	15
0RB1LA_0LC1RD_1RB1LA_1LA1RD	C	2	1280	count-lex	177	15
0RB1LA_0LC1RD_1RB1LC_1LA1RD	C	2	1280	count-lex	192	15
0RB1LA_0LC1RD_1RB1LD_1LA1RD	C	2	1280	count-lex	191	15
0RB1LA_0LC1RD_1RB1RD_1LA0RD	C	2	1999	rank	93	12
0RB1LA_0LC1RD_1RB1RD_1LA1RD	C	2	1280	count-lex	221	15
0RB1LA_0LC1RD_1RD---_1LA1RD	C	2	1280	count-lex	114	15
0RB1LA_0RC1LB_1LD1RC_0RA1RB	A	2	1280	count-lex	81	18
0RB1LA_0RC1LB_1LD1RC_1RA1LB	A	2	1280	count-lex	114	15
0RB1LA_0RC1RD_0LD---_1LA1RD	C	2	1280	count-lex	334	15
0RB1LA_0RC1RD_0RD---_1LA1RD	C	2	1280	count-lex	160	15
0RB1LA_0RC1RD_1LA---_1LA0RD	C	2	1999	rank	141	12
0RB1LA_0RC1RD_1LA---_1LA1RD	C	2	1280	count-lex	236	15
0RB1LA_0RC1RD_1LB1LA_1LA1RD	C	2	1280	count-lex	259	15
0RB1LA_0RC1RD_1LB1LD_1LA1RD	C	2	1280	count-lex	176	15
0RB1LA_0RC1RD_1LB1RC_1LA1RD	C	2	1280	count-lex	163	15
0RB1LA_0RC1RD_1LB1RD_1LA0RD	C	2	1999	rank	91	12
0RB1LA_0RC1RD_1LB1RD_1LA1RD	C	2	1280	count-lex	154	15
0RB1LA_0RC1RD_1LD---_1LA1RD	C	2	1280	count-lex	157	15
0RB1LA_0RC1RD_1RD---_1LA1RD	C	2	1280	count-lex	113	15
0RB1LA_1LC1RB_0LD1LA_0RA---	D	2	1280	count-lex	87	15
0RB1LA_1LC1RB_0LD1LA_0RD1RB	D	2	1280	count-lex	72	15
0RB1LA_1LC1RB_0LD1LA_1RA---	D	2	1280	count-lex	174	21
0RB1LA_1LC1RB_0LD1LA_1RC0RD	D	2	1280	count-lex	88	15
0RB1LA_1LC1RB_0LD1LA_1RC1LA	D	2	1280	count-lex	150	15
0RB1LA_1LC1RB_0LD1LA_1RC1RD	D	2	1280	count-lex	262	15
0RB1LA_1LC1RB_0LD1LA_1RD0LA	D	2	1280	count-lex	76	15
0RB1LA_1LC1RB_0LD1LA_1RD0LB	D	2	1280	count-lex	198	15
0RB1LA_1LC1RB_0LD1LA_1RD0LC	D	2	1280	count-lex	73	15
0RB1LA_1LC1RB_0LD1RA_0RA---	D	2	1280	count-lex	213	18
0RB1LA_1LC1RB_0LD1RA_0RD1LA	D	2	1280	count-lex	159	18
0RB1LA_1LC1RB_0LD1RA_0RD1RA	D	2	1280	count-lex	140	24
0RB1LA_1LC1RB_0LD1RA_0RD1RB	D	2	1280	count-lex	229	18
0RB1LA_1LC1RB_0LD1RA_1RA---	D	2	1280	count-lex	228	24
0RB1LA_1LC1RB_0LD1RA_1RC0RA	D	2	1280	count-lex	215	18
0RB1LA_1LC1RB_0LD1RA_1RC1LD	D	2	1280	count-lex	117	24
0RB1LA_1LC1RB_0LD1RA_1RC1RA	D	2	1280	count-lex	199	24
0RB1LA_1LC1RB_0LD1RA_1RD0RB	D	2	1280	count-lex	176	24
0RB1LA_1LC1RB_0LD1RA_1RD1RA	D	2	1280	count-lex	227	24
0RB1LA_1LC1RB_0RA1LD_0RB1LD	A	2	1280	count-lex	231	15
0RB1LA_1LC1RB_0RA1RD_0RB1LD	A	2	1280	count-lex	191	18
0RB1LA_1LC1RB_0RD1LA_---1LA	D	2	1280	count-lex	151	15
0RB1LA_1LC1RB_0RD1LA_---1RB	D	2	1280	count-lex	88	15
0RB1LA_1LC1RB_0RD1LA_0LB1RC	D	2	1280	count-lex	78	15
0RB1LA_1LC1RB_0RD1LA_0LB1RD	D	2	1280	count-lex	79	15
0RB1LA_1LC1RB_0RD1LA_0RB1LD	D	2	1280	count-lex	150	15
0RB1LA_1LC1RB_0RD1LA_1LA0LD	D	2	1280	count-lex	111	15
0RB1LA_1LC1RB_0RD1LA_1LA0RD	D	2	1280	count-lex	79	15
0RB1LA_1LC1RB_0RD1LA_1LA1LD	D	2	1280	count-lex	115	15
0RB1LA_1LC1RB_0RD1LA_1LA1RD	D	2	1280	count-lex	115	15
0RB1LA_1LC1RB_0RD1LA_1LB1RD	D	2	1280	count-lex	169	15
0RB1LA_1LC1RB_0RD1LA_1LC1RD	D	2	1280	count-lex	99	15
0RB1LA_1LC1RB_0RD1LA_1LD1RC	D	2	1280	count-lex	309	15
0RB1LA_1LC1RB_0RD1LA_1RA1LD	D	2	1280	count-lex	73	15
0RB1LA_1LC1RB_0RD1LA_1RB0LC	D	2	1280	count-lex	136	15
0RB1LA_1LC1RB_0RD1LA_1RB0LD	D	2	1280	count-lex	137	15
0RB1LA_1LC1RB_0RD1LA_1RB0RC	D	2	1280	count-lex	153	15
