1RB1LA_0RC1LD_1LC0RB_0LA0LD	nqhtr_1RB1LA_0RC1LD_1LC0RB_0LA0LD	ProvTr_RK_06.v	5,0
1RB1LA_1LC0RD_0LC1RA_0RA0RB	nqhtr_1RB1LA_1LC0RD_0LC1RA_0RA0RB	ProvTr_RK_06.v	8,0
1RB1LA_1RC0LC_0LA0RD_1LB1RD	nqhtr_1RB1LA_1RC0LC_0LA0RD_1LB1RD	ProvTr_RK_06.v	4,0
1RB1LB_0LC0LA_1RD1RC_1LB0RD	nqhtr_1RB1LB_0LC0LA_1RD1RC_1LB0RD	ProvTr_RK_06.v	4,0
1RB1LB_0LC0RD_1LC1LA_0RB1RD	nqhtr_1RB1LB_0LC0RD_1LC1LA_0RB1RD	ProvTr_RK_06.v	6,0
1RB1LB_0RC0LC_0RD1LC_1LD0LA	nqhtr_1RB1LB_0RC0LC_0RD1LC_1LD0LA	ProvTr_RK_06.v	8,0
1RB1LB_1LC0RD_1LD1LA_0LB1RA	nqhtr_1RB1LB_1LC0RD_1LD1LA_0LB1RA	ProvTr_RK_06.v	7,0
1RB1LB_1RC1LC_1RD0LA_0LC0RC	nqhtr_1RB1LB_1RC1LC_1RD0LA_0LC0RC	ProvTr_RK_06.v	7,0
1RB1LB_1RC1LC_1RD0LA_1LC0RC	nqhtr_1RB1LB_1RC1LC_1RD0LA_1LC0RC	ProvTr_RK_06.v	6,0
1RB1LC_0LA0RD_0LD1LD_1LA1RB	nqhtr_1RB1LC_0LA0RD_0LD1LD_1LA1RB	ProvTr_RK_06.v	4,0
1RB1LC_0LA1RD_1LA0LC_1LD0RB	nqhtr_1RB1LC_0LA1RD_1LA0LC_1LD0RB	ProvTr_RK_06.v	7,0
1RB1LC_0RC0RD_0LD0RA_1LA0LA	nqhtr_1RB1LC_0RC0RD_0LD0RA_1LA0LA	ProvTr_RK_06.v	7,0
1RB1LC_1LA1RD_0LB0LA_0RB1RB	nqhtr_1RB1LC_1LA1RD_0LB0LA_0RB1RB	ProvTr_RK_06.v	7,0
1RB1LC_1LA1RD_1LB0LA_0RB1RB	nqhtr_1RB1LC_1LA1RD_1LB0LA_0RB1RB	ProvTr_RK_06.v	8,0
1RB1LC_1LA1RD_1LB0LB_0RB1RB	nqhtr_1RB1LC_1LA1RD_1LB0LB_0RB1RB	ProvTr_RK_06.v	7,0
1RB1LC_1LB1LA_0RD0LC_1RA1RD	nqhtr_1RB1LC_1LB1LA_0RD0LC_1RA1RD	ProvTr_RK_06.v	5,0
