# spec	rung	verdict	seconds  (tools/closeouttr/ng_batch.py probe)
0RB0LA_1RC0LC_1LD0RC_1LA0LA	rk:5:0	false	1.2
0RB0LA_1RC0LC_1LD0RC_1LA0LA	rk:6:0	false	2.2
0RB0LA_1RC0LC_1LD0RC_1LA1RC	rk:4:0	false	0.9
0RB0LA_1RC0LC_1LD0RC_1LA1RC	rk:5:0	false	1.2
0RB0LA_1RC0LC_1LD0RC_1LA1RC	rk:6:0	false	2.1
0RB0LA_1RC0LD_0RD1RB_1LA---	rk:4:0	false	0.6
0RB0LA_1RC0LD_0RD1RB_1LA---	rk:5:0	false	0.8
0RB0LA_1RC0LD_0RD1RB_1LA---	rk:6:0	false	0.7
0RB0LA_1RC0LD_0RD1RC_1LA1LD	rk:4:0	true	1.2
0RB0LA_1RC0LD_1LA0RC_1LD1RB	rk:4:0	false	4.3
0RB0LA_1RC0LD_1LA0RC_1LD1RB	rk:5:0	false	19.9
0RB0LA_1RC0LD_1LA0RC_1LD1RB	rk:6:0	false	109.1
0RB0LA_1RC0LD_1LA1RD_1LC0RD	rk:4:0	false	0.9
0RB0LA_1RC0LD_1LA1RD_1LC0RD	rk:5:0	false	1.2
0RB0LA_1RC0LD_1LA1RD_1LC0RD	rk:6:0	false	2.2
0RB0LA_1RC0LD_1LB1RB_0RB1LA	rk:4:0	true	0.9
0RB0LA_1RC0LD_1RD1RB_1LD1LA	rk:4:0	true	1.0
0RB0LA_1RC0RC_0LD1RB_1LA1LD	rk:4:0	false	4.0
0RB0LA_1RC0RC_0LD1RB_1LA1LD	rk:5:0	false	26.7
