census_machine	upstream_tnf	upstream_status	cert_family	list	mode	nstates_after	dropped
0RB---_0LC1RD_1RB1LD_1RB0LD	1RB1LC_0LA1RC_1RB0LC	none		B	reroot	3	1
0RB---_0LC1RD_1RB1LD_1RB0RD	1RB1LC_0LA1RC_1RB0RC	none		B	reroot	3	1
0RB---_0LC1RD_1RB1LD_1RC0LD	1RB1LC_0LA1RC_1RA0LC	none		B	reroot	3	1
0RB---_0LC1RD_1RD1LB_1RB0RD	1RB1LC_1RC0RB_0LA1RB	none		B	reroot	3	1
0RB---_0LC1RD_1RD1LC_0LC0RB	1RB1LA_0LA0RC_0LA1RB	none		B	reroot	3	1
0RB---_0LC1RD_1RD1LC_0LC1RB	1RB1LA_0LA1RC_0LA1RB	none		B	reroot	3	1
0RB---_0LC1RD_1RD1LC_0LD1RB	1RB1LA_0LB1RC_0LA1RB	none		B	reroot	3	1
0RB---_0LC1RD_1RD1LD_1RB0LD	1RB1LB_1RC0LB_0LA1RB	none		B	reroot	3	1
0RB---_0RC---_0LD0RC_1RC1LD	1RB1LA_0LA0RB	none		B	reroot	2	2
0RB---_0RC---_0LD1RC_1LB1LD	1RB1RA_0LC---_0RA1LC	none		B	reroot	3	1
0RB---_0RC---_0LD1RC_1RC1LD	1RB1LA_0LA1RB	none		B	reroot	2	2
0RB---_0RC---_0RD0LC_1LC1RD	1RB1LA_0LA0RB	none		B	reroot	2	2
0RB---_0RC---_0RD1LC_1LC1RD	1RB1LA_0LA1RB	none		B	reroot	2	2
0RB---_0RC---_1LD0LD_1RD1LC	1RB0RB_1LB1RA	none		B	reroot	2	2
0RB---_0RC---_1LD0RD_1RC0LC	1RB0LB_1LA0RA	none		B	reroot	2	2
0RB---_0RC---_1LD1RC_0RC0LD	1RB1LA_0LA0RB	none		B	reroot	2	2
0RB---_0RC---_1LD1RC_0RC1LD	1RB1LA_0LA1RB	none		B	reroot	2	2
0RB---_0RC---_1RD0LD_1LC0RC	1RB0LB_1LA0RA	none		B	reroot	2	2
0RB---_0RC---_1RD0RD_1LD1RC	1RB0RB_1LB1RA	none		B	reroot	2	2
0RB---_0RC---_1RD1LC_0LC0RD	1RB1LA_0LA0RB	none		B	reroot	2	2
0RB---_0RC---_1RD1LC_0LC1RD	1RB1LA_0LA1RB	none		B	reroot	2	2
0RB---_0RC0LB_0LD1RB_1RC1LD	1RB1LA_0LA1RC_0RB0LC	none		B	reroot	3	1
0RB---_0RC0LB_0RD1RD_1LB1RC	1RB1LC_0LC0RB_0LA1LA	none		B	reroot	3	1
0RB---_0RC0LB_1LB0RD_1RC1RD	1RB0LC_0LA0RB_1LA1LC	none		B	reroot	3	1
0RB---_0RC0LB_1LB1RC_------	1RB1LA_0LA0RB	none		B	reroot	2	1
0RB---_0RC0LB_1LB1RD_0LD1RC	1RB1LC_0LA0RB_0RC1LA	none		B	reroot	3	1
0RB---_0RC0LB_1LB1RD_1LB0RD	1RB1LC_0LA0RB_1RB0LC	none		B	reroot	3	1
0RB---_0RC0LB_1LB1RD_1LB1RC	1RB1LC_0LA0RB_1RB1LA	none		B	reroot	3	1
0RB---_0RC0LB_1LB1RD_1LB1RD	1RB1LC_0LA0RB_1RB1LC	none		B	reroot	3	1
0RB---_0RC0LB_1LB1RD_1LC0RD	1RB1LC_0LA0RB_1RA0LC	none		B	reroot	3	1
0RB---_0RC0LB_1LB1RD_1LC1RC	1RB1LC_0LA0RB_1RA1LA	none		B	reroot	3	1
0RB---_0RC0LB_1LB1RD_1RC---	1RB1LC_0LA0RB_1LA---	none		C	reroot	3	1
0RB---_0RC0LB_1LD0RD_1LB1RD	1RB0LB_1RC1LB_0LA0RC	none		B	reroot	3	1
0RB---_0RC0LB_1LD1RC_0RC0LB	1RB1LA_0LA0RC_0LA0RC	none		B	reroot	3	1
0RB---_0RC0LB_1LD1RC_0RD1LB	1RB1LA_0LB1RC_0LA0RC	none		B	reroot	3	1
0RB---_0RC0LB_1LD1RC_1LB0RB	1RB1LA_1RC0LC_0LA0RC	none		B	reroot	3	1
0RB---_0RC0LB_1LD1RC_1LB1LB	1RB1LA_1RC1RC_0LA0RC	none		B	reroot	3	1
0RB---_0RC0LB_1LD1RC_1RC1LB	1RB1LA_1LA1RC_0LA0RC	none		B	reroot	3	1
0RB---_0RC0LB_1LD1RD_1LB0RD	1RB1LB_1RC0LB_0LA0RC	none		B	reroot	3	1
0RB---_0RC0LB_1LD1RD_1RC1LB	1RB1LB_1LA1RC_0LA0RC	none		B	reroot	3	1
0RB---_0RC0LB_1RD---_1LB1RC	1RB---_1LC1RA_0RA0LC	none		C	reroot	3	1
0RB---_0RC0LB_1RD---_1LB1RD	1RB---_1LC1RB_0RA0LC	none		B	reroot	3	1
0RB---_0RC0LB_1RD0LB_1LB0RD	1RB0LC_1LC0RB_0RA0LC	none		B	reroot	3	1
0RB---_0RC0LB_1RD0LB_1LC1RC	1RB0LC_1LA1RA_0RA0LC	none		B	reroot	3	1
0RB---_0RC0LB_1RD0LB_1LC1RD	1RB0LC_1LA1RB_0RA0LC	none		B	reroot	3	1
0RB---_0RC0LB_1RD0LC_1LB0RD	1RB0LA_1LC0RB_0RA0LC	none		B	reroot	3	1
0RB---_0RC0LB_1RD0RC_1LB0RD	1RB0RA_1LC0RB_0RA0LC	none		B	reroot	3	1
0RB---_0RC0LB_1RD1LB_1LD1RC	1RB1LC_1LB1RA_0RA0LC	none		B	reroot	3	1
0RB---_0RC0LB_1RD1RC_1LB0LC	1RB1RA_1LC0LA_0RA0LC	none		B	reroot	3	1
0RB---_0RC0LB_1RD1RC_1LB1LC	1RB1RA_1LC1LA_0RA0LC	none		B	reroot	3	1
0RB---_0RC0LB_1RD1RC_1LD1LB	1RB1RA_1LB1LC_0RA0LC	none		B	reroot	3	1
0RB---_0RC0LB_1RD1RD_1LB0RD	1RB1RB_1LC0RB_0RA0LC	none		B	reroot	3	1
0RB---_0RC0LC_0LD1RB_1RC1LD	1RB1LA_0LA1RC_0RB0LB	none		B	reroot	3	1
0RB---_0RC0LC_0RD1RD_1LB0RB	1RB0LB_0LC0RC_0LA1LA	none		B	reroot	3	1
0RB---_0RC0LC_0RD1RD_1LB0RC	1RB0LC_0LC0RC_0LA1LA	none		B	reroot	3	1
0RB---_0RC0LC_0RD1RD_1LB0RD	1RB0LA_0LC0RC_0LA1LA	none		B	reroot	3	1
0RB---_0RC0LC_0RD1RD_1LB1RB	1RB1LB_0LC0RC_0LA1LA	none		B	reroot	3	1
0RB---_0RC0LC_0RD1RD_1LB1RC	1RB1LC_0LC0RC_0LA1LA	none		B	reroot	3	1
0RB---_0RC0LC_1LB0RD_1LC1RC	1RB0LC_0LA0RA_1RA1LA	none		B	reroot	3	1
0RB---_0RC0LC_1LB1RD_1LC0RD	1RB1LC_0LA0RA_1RA0LC	none		B	reroot	3	1
0RB---_0RC0LC_1LD0LD_1RB1LC	1RB0RB_1LC1RA_0LA0RA	none		B	reroot	3	1
0RB---_0RC0LC_1LD1RC_0RC1LB	1RB1LA_0LA1RC_0LA0RA	none		B	reroot	3	1
0RB---_0RC0LC_1LD1RC_0RD1LB	1RB1LA_0LB1RC_0LA0RA	none		B	reroot	3	1
0RB---_0RC0LC_1LD1RD_1LB1RC	1RB1LB_1RC1LA_0LA0RA	none		B	reroot	3	1
0RB---_0RC0LC_1RD0LB_1LC1RC	1RB0LC_1LA1RA_0RA0LA	none		B	reroot	3	1
0RB---_0RC0LD_1LB1RC_0RC0LB	1RB1LA_0LA0RC_0LA0RB	none		B	reroot	3	1
0RB---_0RC0LD_1LB1RC_0RC0LD	1RB1LA_0LA0RC_0LA0RC	none		B	reroot	3	1
0RB---_0RC0LD_1LB1RC_0RC1LB	1RB1LA_0LA0RC_0LA1RB	none		B	reroot	3	1
0RB---_0RC0LD_1LB1RC_0RC1RB	1RB1LA_0LA0RC_0LA1LB	none		B	reroot	3	1
0RB---_0RC0LD_1LB1RC_0RC1RD	1RB1LA_0LA0RC_0LA1LC	none		B	reroot	3	1
0RB---_0RC0LD_1LB1RC_1LC0LC	1RB1LA_0LA0RC_1RA0RA	none		B	reroot	3	1
0RB---_0RC0LD_1LB1RC_1LC0RD	1RB1LA_0LA0RC_1RA0LC	none		B	reroot	3	1
0RB---_0RC0LD_1LB1RC_1LC1RB	1RB1LA_0LA0RC_1RA1LB	none		B	reroot	3	1
0RB---_0RC0LD_1LB1RC_1RD0RC	1RB1LA_0LA0RC_1LC0LA	none		B	reroot	3	1
0RB---_0RC0LD_1LB1RC_1RD1RB	1RB1LA_0LA0RC_1LC1LB	none		B	reroot	3	1
0RB---_0RC0LD_1LB1RD_1RC0LB	1RB1LC_0LA0RC_1LA0RB	none		B	reroot	3	1
0RB---_0RC0LD_1LB1RD_1RC1LB	1RB1LC_0LA0RC_1LA1RB	none		B	reroot	3	1
0RB---_0RC0LD_1LD0LC_1RD1LB	1RB0RA_1LB1RC_0LA0RB	none		B	reroot	3	1
0RB---_0RC0LD_1LD1LC_1RD1LB	1RB1RA_1LB1RC_0LA0RB	none		B	reroot	3	1
0RB---_0RC0LD_1LD1RB_1LB0LD	1RB1LC_1RC0RB_0LA0RB	none		B	reroot	3	1
0RB---_0RC0LD_1LD1RB_1LB1RD	1RB1LC_1RC1LB_0LA0RB	none		B	reroot	3	1
0RB---_0RC0LD_1LD1RC_0LA1LB	1RB1LA_0RC1RD_0LD---_0LA0RB	none		C	reroot	4	0
0RB---_0RC0LD_1LD1RC_0RC0LB	1RB1LA_0LA0RC_0LA0RB	none		B	reroot	3	1
0RB---_0RC0LD_1LD1RC_0RC1LB	1RB1LA_0LA1RC_0LA0RB	none		B	reroot	3	1
0RB---_0RC0LD_1LD1RC_1LB0LB	1RB1LA_1RC0RC_0LA0RB	none		B	reroot	3	1
0RB---_0RC0LD_1LD1RC_1LB1LB	1RB1LA_1RC1RC_0LA0RB	none		B	reroot	3	1
0RB---_0RC0LD_1LD1RC_1LB1RB	1RB1LA_1RC1LC_0LA0RB	none		B	reroot	3	1
0RB---_0RC0LD_1LD1RC_1LB1RD	1RB1LA_1RC1LB_0LA0RB	none		B	reroot	3	1
0RB---_0RC0LD_1LD1RC_1RD1LB	1RB1LA_1LB1RC_0LA0RB	none		B	reroot	3	1
0RB---_0RC0LD_1RD0RC_1LB1RD	1RB0RA_1LC1RB_0RA0LB	none		B	reroot	3	1
0RB---_0RC0LD_1RD1RC_1LB0RC	1RB1RA_1LC0RA_0RA0LB	none		B	reroot	3	1
0RB---_0RC0LD_1RD1RC_1LB1RD	1RB1RA_1LC1RB_0RA0LB	none		B	reroot	3	1
0RB---_0RC0RB_0LD1RB_1RC1LD	1RB1LA_0LA1RC_0RB0RC	none		B	reroot	3	1
0RB---_0RC0RB_1LD1RC_1LB0LB	1RB1LA_1RC0RC_0LA0LC	none		B	reroot	3	1
0RB---_0RC0RB_1LD1RC_1RC0LB	1RB1LA_1LA0RC_0LA0LC	none		B	reroot	3	1
0RB---_0RC0RB_1LD1RD_1LB1RB	1RB1LB_1RC1LC_0LA0LC	none		B	reroot	3	1
0RB---_0RC0RB_1RD0LB_1LC1RC	1RB0LC_1LA1RA_0RA0RC	none		B	reroot	3	1
0RB---_0RC0RB_1RD1RC_1LD1LB	1RB1RA_1LB1LC_0RA0RC	none		B	reroot	3	1
0RB---_0RC0RC_0LD1RB_1RC1LD	1RB1LA_0LA1RC_0RB0RB	none		B	reroot	3	1
0RB---_0RC0RC_1LD1RC_1LB0RB	1RB1LA_1RC0LC_0LA0LA	none		B	reroot	3	1
0RB---_0RC0RC_1LD1RC_1LB1RB	1RB1LA_1RC1LC_0LA0LA	none		B	reroot	3	1
0RB---_0RC0RD_0LD1RB_1RC1LD	1RB1LA_0LA1RC_0RB0RA	none		B	reroot	3	1
0RB---_0RC0RD_1LB1RD_1LD1RB	1RB1LC_0LA0LC_1RC1LB	none		B	reroot	3	1
0RB---_0RC0RD_1RD1LD_1LC1RB	1RB1LB_1LA1RC_0RA0RB	none		B	reroot	3	1
0RB---_0RC0RD_1RD1RB_1LD1LB	1RB1RC_1LB1LC_0RA0RB	none		B	reroot	3	1
0RB---_0RC1LB_0LD1RC_1LB1RD	1RB1LA_0LC1RB_0RA1LC	none		B	reroot	3	1
0RB---_0RC1LB_0LD1RD_1LB1RD	1RB1LA_0LC1RB_---1LA	none		B	reroot	3	1
0RB---_0RC1LB_0RD1LC_1LB1RD	1RB1LA_0LC1RB_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_0RD1RD_1LB0RC	1RB0LC_0LC1RB_0LA1LA	none		B	reroot	3	1
0RB---_0RC1LB_0RD1RD_1LB1RC	1RB1LC_0LC1RB_0LA1LA	none		B	reroot	3	1
0RB---_0RC1LB_0RD1RD_1LB1RD	1RB1LA_0LC1RB_---1LA	none		B	reroot	3	1
0RB---_0RC1LB_1LA1RD_1LB0RD	1RB1LD_0LC---_0LA1RC_1RC0LD	none		B	reroot	4	0
0RB---_0RC1LB_1LA1RD_1LB1RD	1RB1LD_0LC---_0LA1RC_1RC1LD	none		B	reroot	4	0
0RB---_0RC1LB_1LB0RD_1RC1RD	1RB0LC_0LA1RB_1LA1LC	none		B	reroot	3	1
0RB---_0RC1LB_1LB1RC_------	1RB1LA_0LA1RB	none		B	reroot	2	1
0RB---_0RC1LB_1LB1RD_0LD1RC	1RB1LC_0LA1RB_0RC1LA	none		B	reroot	3	1
0RB---_0RC1LB_1LB1RD_1LB0RD	1RB1LC_0LA1RB_1RB0LC	none		B	reroot	3	1
0RB---_0RC1LB_1LB1RD_1LB1RC	1RB1LC_0LA1RB_1RB1LA	none		B	reroot	3	1
0RB---_0RC1LB_1LB1RD_1LB1RD	1RB1LC_0LA1RB_1RB1LC	none		B	reroot	3	1
0RB---_0RC1LB_1LB1RD_1LC0RD	1RB1LC_0LA1RB_1RA0LC	none		B	reroot	3	1
0RB---_0RC1LB_1LB1RD_1RC0LB	1RB1LC_0LA1RB_1LA0RB	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RC_0LA0LB	1RB1LA_0RC0RD_0LD---_0LA1RD	none		C	reroot	4	0
0RB---_0RC1LB_1LD1RC_0LA1LB	1RB1LA_0RC1RD_0LD---_0LA1RD	none		B	reroot	4	0
0RB---_0RC1LB_1LD1RC_0LA1RB	1RB1LA_0RC1LD_0LD---_0LA1RD	none		B	reroot	4	0
0RB---_0RC1LB_1LD1RC_0RB1LB	1RB1LA_0LC1RC_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RC_0RB1LD	1RB1LA_0LC1RB_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RC_0RB1RB	1RB1LA_0LC1LC_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RC_0RC1LB	1RB1LA_0LA1RC_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RC_0RC1RB	1RB1LA_0LA1LC_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RC_0RD1LB	1RB1LA_0LB1RC_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RC_1LA0LB	1RB1LA_1RC0RD_0LD---_0LA1RD	none		C	reroot	4	0
0RB---_0RC1LB_1LD1RC_1LA1LB	1RB1LA_1RC1RD_0LD---_0LA1RD	none		B	reroot	4	0
0RB---_0RC1LB_1LD1RC_1LB0LB	1RB1LA_1RC0RC_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RC_1LB1LB	1RB1LA_1RC1RC_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RC_1RB1LB	1RB1LA_1LC1RC_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RC_1RB1RD	1RB1LA_1LC1LB_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RC_1RC0LB	1RB1LA_1LA0RC_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RC_1RD1LB	1RB1LA_1LB1RC_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RD_1LB0RD	1RB1LB_1RC0LB_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RD_1LB1RD	1RB1LB_1RC1LB_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RD_1RB1RC	1RB1LB_1LC1LA_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1LD1RD_1RC0LB	1RB1LB_1LA0RC_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LB_1RD0LB_1LB0RD	1RB0LC_1LC0RB_0RA1LC	none		B	reroot	3	1
0RB---_0RC1LB_1RD0LB_1LC1RC	1RB0LC_1LA1RA_0RA1LC	none		B	reroot	3	1
0RB---_0RC1LB_1RD0LB_1LC1RD	1RB0LC_1LA1RB_0RA1LC	none		B	reroot	3	1
0RB---_0RC1LB_1RD1LC_0LB1RD	1RB1LA_0LC1RB_0RA1LC	none		B	reroot	3	1
0RB---_0RC1LB_1RD1RC_0LB---	1RB1RA_0LC---_0RA1LC	none		B	reroot	3	1
0RB---_0RC1LB_1RD1RC_0LD1LB	1RB1RA_0LB1LC_0RA1LC	none		B	reroot	3	1
0RB---_0RC1LB_1RD1RC_1LD0LB	1RB1RA_1LB0LC_0RA1LC	none		B	reroot	3	1
0RB---_0RC1LB_1RD1RD_1LB0RD	1RB1RB_1LC0RB_0RA1LC	none		B	reroot	3	1
0RB---_0RC1LB_1RD1RD_1LB1RD	1RB1RB_1LC1RB_0RA1LC	none		B	reroot	3	1
0RB---_0RC1LC_0RD1RD_1LB1RB	1RB1LB_0LC1RC_0LA1LA	none		B	reroot	3	1
0RB---_0RC1LC_1LB0RD_1LC1RC	1RB0LC_0LA1RA_1RA1LA	none		B	reroot	3	1
0RB---_0RC1LC_1LB0RD_1RC0LC	1RB0LC_0LA1RA_1LA0RA	none		B	reroot	3	1
0RB---_0RC1LC_1LB1RD_1LB0LD	1RB1LC_0LA1RA_1RB0RC	none		B	reroot	3	1
0RB---_0RC1LC_1LB1RD_1LB0RD	1RB1LC_0LA1RA_1RB0LC	none		B	reroot	3	1
0RB---_0RC1LC_1LB1RD_1LC0RD	1RB1LC_0LA1RA_1RA0LC	none		B	reroot	3	1
0RB---_0RC1LC_1LD0LD_1RB0LB	1RB0RB_1LC0RC_0LA1RA	none		B	reroot	3	1
0RB---_0RC1LC_1LD0LD_1RB0LC	1RB0RB_1LC0RA_0LA1RA	none		B	reroot	3	1
0RB---_0RC1LC_1LD1RD_1LB0RD	1RB1LB_1RC0LB_0LA1RA	none		B	reroot	3	1
0RB---_0RC1LC_1RD0LB_1LB0RD	1RB0LC_1LC0RB_0RA1LA	none		B	reroot	3	1
0RB---_0RC1LC_1RD0LB_1LB1RD	1RB0LC_1LC1RB_0RA1LA	none		B	reroot	3	1
0RB---_0RC1LC_1RD0LC_0LB1RC	1RB0LA_0LC1RA_---1LA	none		B	reroot	3	1
0RB---_0RC1LC_1RD0LC_0LB1RD	1RB0LA_0LC1RB_---1LA	none		B	reroot	3	1
0RB---_0RC1LC_1RD0LC_1LB0RC	1RB0LA_1LC0RA_---1LA	none		B	reroot	3	1
0RB---_0RC1LC_1RD0LC_1LB1RB	1RB0LA_1LC1RC_---1LA	none		B	reroot	3	1
0RB---_0RC1LC_1RD0LC_1LB1RD	1RB0LA_1LC1RB_---1LA	none		B	reroot	3	1
0RB---_0RC1LC_1RD0LD_1LB1RD	1RB0LB_1LC1RB_---1LA	none		B	reroot	3	1
0RB---_0RC1LC_1RD0RC_0LB1RC	1RB0RA_0LC1RA_---1LA	none		B	reroot	3	1
0RB---_0RC1LC_1RD0RC_1LB0RD	1RB0RA_1LC0RB_0RA1LA	none		B	reroot	3	1
0RB---_0RC1LC_1RD1LB_1LB1RD	1RB1LC_1LC1RB_---1LA	none		B	reroot	3	1
0RB---_0RC1LC_1RD1LC_0LB1RD	1RB1LA_0LC1RB_---1LA	none		B	reroot	3	1
0RB---_0RC1LC_1RD1LD_1LB0RD	1RB1LB_1LC0RB_0RA1LA	none		B	reroot	3	1
0RB---_0RC1LC_1RD1RD_1LB0RD	1RB1RB_1LC0RB_0RA1LA	none		B	reroot	3	1
0RB---_0RC1LD_0LD1RB_1LB0LB	1RB0RB_0LC1RA_0RA1LB	none		B	reroot	3	1
0RB---_0RC1LD_0LD1RB_1LB0LD	1RB0RA_0LC1RA_0RA1LB	none		B	reroot	3	1
0RB---_0RC1LD_0LD1RD_1LB0LD	1RB0RA_0LC1RA_---1LA	none		B	reroot	3	1
0RB---_0RC1LD_0LD1RD_1LB0RD	1RB0LA_0LC1RA_---1LA	none		B	reroot	3	1
0RB---_0RC1LD_0RD1RD_1LB0LD	1RB0RA_0LC1RA_---1LA	none		B	reroot	3	1
0RB---_0RC1LD_0RD1RD_1LB0RD	1RB0LA_0LC1RA_---1LA	none		B	reroot	3	1
0RB---_0RC1LD_1LA1RB_1LB0LD	1RB1LC_0LC---_0LA1RD_1RC0RD	none		B	reroot	4	0
0RB---_0RC1LD_1LA1RD_1LB0RD	1RB1LD_0LC---_0LA1RD_1RC0LD	none		B	reroot	4	0
0RB---_0RC1LD_1LB0RD_1RC0LD	1RB0LC_0LA1RC_1LA0RC	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_0LA0LB	1RB1LA_0LA1RC_0RD0RB_0LB---	none		C	reroot	4	0
0RB---_0RC1LD_1LB1RC_0LB0LC	1RB1LA_0LA1RC_0RB0RA	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_0LB0LD	1RB1LA_0LA1RC_0RB0RC	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_0LB0RD	1RB1LA_0LA1RC_0RB0LC	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_0RC0LB	1RB1LA_0LA1RC_0LA0RB	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_0RC0LC	1RB1LA_0LA1RC_0LA0RA	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_0RC1LB	1RB1LA_0LA1RC_0LA1RB	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_0RC1LD	1RB1LA_0LA1RC_0LA1RC	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_0RC1RD	1RB1LA_0LA1RC_0LA1LC	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_0RD0LB	1RB1LA_0LA1RC_0LC0RB	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_0RD1LB	1RB1LA_0LA1RC_0LC1RB	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_1LB0LB	1RB1LA_0LA1RC_1RB0RB	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_1LB0LC	1RB1LA_0LA1RC_1RB0RA	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_1LB0LD	1RB1LA_0LA1RC_1RB0RC	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_1LC0LC	1RB1LA_0LA1RC_1RA0RA	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_1RB0LB	1RB1LA_0LA1RC_1LB0RB	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_1RB0RD	1RB1LA_0LA1RC_1LB0LC	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_1RB1RD	1RB1LA_0LA1RC_1LB1LC	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_1RC0LC	1RB1LA_0LA1RC_1LA0RA	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_1RC0LD	1RB1LA_0LA1RC_1LA0RC	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RC_1RD0RB	1RB1LA_0LA1RC_1LC0LB	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RD_1LB0LD	1RB1LC_0LA1RC_1RB0RC	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RD_1LB0RD	1RB1LC_0LA1RC_1RB0LC	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RD_1LC0RD	1RB1LC_0LA1RC_1RA0LC	none		B	reroot	3	1
0RB---_0RC1LD_1LB1RD_1RC0LD	1RB1LC_0LA1RC_1LA0RC	none		B	reroot	3	1
0RB---_0RC1LD_1LD1RB_1LB0LD	1RB1LC_1RC0RB_0LA1RB	none		B	reroot	3	1
0RB---_0RC1LD_1LD1RC_0RC0LB	1RB1LA_0LA0RC_0LA1RB	none		B	reroot	3	1
0RB---_0RC1LD_1LD1RC_0RC1LB	1RB1LA_0LA1RC_0LA1RB	none		B	reroot	3	1
0RB---_0RC1LD_1LD1RC_0RD1LB	1RB1LA_0LB1RC_0LA1RB	none		B	reroot	3	1
0RB---_0RC1LD_1LD1RD_1LB0RD	1RB1LB_1RC0LB_0LA1RB	none		B	reroot	3	1
0RB---_0RC1LD_1RD0RC_0LB1RC	1RB0RA_0LC1RA_0RA1LB	none		B	reroot	3	1
0RB---_0RC1LD_1RD0RD_0LB1RC	1RB0RB_0LC1RA_0RA1LB	none		B	reroot	3	1
0RB---_0RC1LD_1RD1RB_1LB0LD	1RB1RC_1LC0LB_0RA1LB	none		B	reroot	3	1
0RB---_0RC1LD_1RD1RC_1LB0LD	1RB1RA_1LC0LB_0RA1LB	none		B	reroot	3	1
0RB---_0RC1LD_1RD1RC_1LD1LB	1RB1RA_1LB1LC_0RA1LB	none		B	reroot	3	1
0RB---_0RC1RB_1LB1RD_1LC0RD	1RB1LC_0LA1LB_1RA0LC	none		B	reroot	3	1
0RB---_0RC1RB_1LD1RC_0RC0LB	1RB1LA_0LA0RC_0LA1LC	none		B	reroot	3	1
0RB---_0RC1RB_1LD1RC_0RC1LB	1RB1LA_0LA1RC_0LA1LC	none		B	reroot	3	1
0RB---_0RC1RB_1LD1RC_0RD1LB	1RB1LA_0LB1RC_0LA1LC	none		B	reroot	3	1
0RB---_0RC1RB_1LD1RC_1RC0LB	1RB1LA_1LA0RC_0LA1LC	none		B	reroot	3	1
0RB---_0RC1RB_1RD0LB_1LC1RC	1RB0LC_1LA1RA_0RA1RC	none		B	reroot	3	1
0RB---_0RC1RB_1RD0LB_1LC1RD	1RB0LC_1LA1RB_0RA1RC	none		B	reroot	3	1
0RB---_0RC1RB_1RD0LD_1LC1LB	1RB0LB_1LA1LC_0RA1RC	none		B	reroot	3	1
0RB---_0RC1RB_1RD1RC_1LD1LB	1RB1RA_1LB1LC_0RA1RC	none		B	reroot	3	1
0RB---_0RC1RC_0RD1LC_1LB1RD	1RB1LA_0LC1LC_0LA1RC	none		B	reroot	3	1
0RB---_0RC1RC_1LD0LC_0RB1LC	1RB0RA_0LC1RA_---1LA	none		B	reroot	3	1
0RB---_0RC1RC_1LD0RB_1RB0LB	1RB0LC_1LC0RC_0LA1LA	none		B	reroot	3	1
0RB---_0RC1RC_1LD0RB_1RB0LD	1RB0LC_1LC0RB_0LA1LA	none		B	reroot	3	1
0RB---_0RC1RC_1LD0RB_1RB1LD	1RB0LC_1LC1RB_0LA1LA	none		B	reroot	3	1
0RB---_0RC1RC_1LD0RC_0RB0LB	1RB0LA_0LC0RC_0LA1LA	none		B	reroot	3	1
0RB---_0RC1RC_1LD0RC_0RB1LC	1RB0LA_0LC1RA_---1LA	none		B	reroot	3	1
0RB---_0RC1RC_1LD0RC_0RB1LD	1RB0LA_0LC1RB_---1LA	none		B	reroot	3	1
0RB---_0RC1RC_1LD0RC_1RB0LB	1RB0LA_1LC0RC_0LA1LA	none		B	reroot	3	1
0RB---_0RC1RC_1LD0RC_1RB0LC	1RB0LA_1LC0RA_---1LA	none		B	reroot	3	1
0RB---_0RC1RC_1LD0RC_1RB1LB	1RB0LA_1LC1RC_---1LA	none		B	reroot	3	1
