# spec	subclass	growth_exp_1e6_1e8	live_density_1e8	quiet_pins_1e8	qc_result
1RB1LC_0LC0RB_1LD1LB_1LA---	counter_new	0.062	dense	C1@2	boarded
1RB1LC_0LC0RB_1LD1LB_1RB1LA	counter_boxfail	0.057	dense	C1@2	-
1RB1LC_0LC0RB_1LD1LC_0RD1LA	counter_boxfail	0.068	dense	C1@2	-
1RB1LC_0LC0RB_1LD1LC_1RB1LA	counter_boxfail	0.061	dense	C1@2	-
1RB1LC_0LC0RB_1LD1LD_0RD1LA	counter_boxfail	0.068	dense	C1@2	-
1RB1LC_0LC0RB_1LD1LD_1LA---	counter_new	0.065	dense	C1@2	boarded
1RB1LC_0LC0RB_1LD1LD_1RB1LA	counter_boxfail	0.061	dense	C1@2	-
1RB1LC_0LC0RB_1LD1RC_0RD1LA	counter_new	0.068	dense	C1@2	no interior chain
1RB1LC_0LC0RB_1LD1RC_1LA1LA	counter_new	0.065	dense	C1@2,D1@4	boarded
1RB1LC_0LC0RB_1LD1RC_1LA1LC	counter_new	0.066	sparse	C1@2	boarded
1RB1LC_0LC0RB_1LD1RC_1RB1LA	counter_new	0.061	dense	C1@2	no interior chain
1RB1LC_0LC0RB_1LD1RD_1LA0LB	counter_boxfail	0.059	dense	C1@2,D1@23	-
1RB1LC_0LC0RB_1LD1RD_1LA1LB	counter_boxfail	0.059	dense	C1@2,D1@23	-
1RB1LC_0LC0RB_1LD1RD_1LA1LC	counter_new	0.066	sparse	C1@2	boarded
1RB1LC_0LC0RD_1LA0RD_0LC1RD	counter_new	0.061	sparse	B0@1	boarded
1RB1LC_0LC0RD_1LA1RC_0LC0RB	counter_new	0.073	dense	B0@1,C1@2	boarded
1RB1LC_0LC0RD_1LA1RC_0LC0RD	counter_new	0.073	dense	B0@1,C1@2	boarded
1RB1LC_0LC0RD_1RD1LA_0LC0RB	counter_boxfail	0.068	dense	B0@1	-
1RB1LC_0LC1LD_1LA0RD_0LC1RD	counter_new	0.064	sparse	B0@1	boarded
1RB1LC_0LC1RA_0LC1RD_1LB0RD	counter_new	0.068	dense	A0@0	boarded
1RB1LC_0LC1RA_1LA0RD_0LC1RD	counter_new	0.061	sparse	B0@8	boarded
1RB1LC_0LC1RA_1LB1RD_1LB0RD	counter_new	0.073	dense	A0@0	no interior chain
1RB1LC_0LC1RA_1LB1RD_1LC0RD	counter_new	0.077	dense	A0@0	boarded
1RB1LC_0LC1RA_1LC1RD_1LB0RD	sweep_counter	0.332	dense	A0@0	-
1RB1LC_0LC1RB_1RD1LC_0LA0RB	sweep_counter	0.332	dense	A0@0	-
1RB1LC_0LC1RB_1RD1LC_1LA0RB	sweep_counter	0.332	dense	A0@0	-
1RB1LC_0LC1RC_1LA0RD_0LC1RD	counter_new	0.074	dense	B0@1	no overflow chain
1RB1LC_0LC1RD_1LA0RD_0LC0RB	counter_boxfail	0.055	dense	B0@1	-
1RB1LC_0LC1RD_1LA0RD_0LC1RD	counter_new	0.064	sparse	B0@1	boarded
1RB1LC_0LC1RD_1LA1LB_0LC0RD	counter_boxfail	0.073	dense	B0@3	-
1RB1LC_0LC1RD_1LA1LC_0LC0RD	counter_boxfail	0.071	sparse	B0@1	-
1RB1LC_0LC1RD_1RB1LC_0LA0RB	counter_new	0.070	sparse	A0@0	boarded
1RB1LC_0LC1RD_1RB1LC_1LA0RB	counter_new	0.062	sparse	A0@0	boarded
1RB1LC_0RC0LC_1LD0RB_0RA1RC	counter_new	0.066	dense	A0@0	boarded
1RB1LC_0RC0LD_1LD1RC_0RA1LB	counter_new	0.072	dense	A1@4	boarded
1RB1LC_0RC0RD_1LA0RD_0LC1RD	counter_new	0.061	sparse	B0@1	boarded
1RB1LC_0RC0RD_1RD1LA_0LC0RB	counter_boxfail	0.068	dense	B0@1	-
1RB1LC_0RC1LB_1LA1RD_1RC0LB	counter_new	0.071	sparse	A0@3	boarded
1RB1LC_0RC1LB_1LD1RC_1LA0LB	sweep_counter	0.332	dense	A1@4	-
1RB1LC_0RC1LB_1LD1RC_1RA0LB	sweep_counter	0.332	dense	A0@0	-
1RB1LC_0RC1LB_1RD0LB_0LA1RC	counter_new	0.064	dense	A0@0	no overflow chain
1RB1LC_0RC1LB_1RD0LB_1LA1RC	counter_new	0.074	dense	A0@0	no overflow chain
1RB1LC_0RC1LD_1LA0RD_0LA1RD	counter_new	0.075	sparse	B0@1	boarded
1RB1LC_0RC1LD_1LA0RD_0LC1RD	counter_new	0.064	sparse	B0@1	boarded
1RB1LC_0RC1LD_1LB1RC_0RA0LB	counter_new	0.062	sparse	A0@0	boarded
1RB1LC_0RC1LD_1LB1RC_1RA0LB	counter_new	0.062	sparse	A0@0	boarded
1RB1LC_0RC1RC_1LA0RD_0LC1RD	counter_new	0.074	dense	B0@1	no overflow chain
1RB1LC_0RC1RD_1LA0RD_0LA1RD	counter_new	0.075	sparse	B0@1	boarded
1RB1LC_0RC1RD_1LA0RD_0LC0RB	counter_boxfail	0.055	dense	B0@1	-
1RB1LC_0RC1RD_1LA0RD_0LC1RD	counter_new	0.064	sparse	B0@1	boarded
1RB1LC_0RC1RD_1LA1LC_0LC0RD	counter_boxfail	0.071	sparse	B0@1	-
1RB1LC_1LA---_0RD0LC_1RB1RD	counter_new	0.073	dense	A0@0	boarded
1RB1LC_1LA0LA_1RD0LC_0RD1RB	counter_new	0.057	dense	A0@0	boarded
1RB1LC_1LA0LC_0LB0RD_1RD1LB	counter_new	0.071	sparse	A1@2	boarded
1RB1LC_1LA0LC_0LB0RD_1RD1LC	counter_new	0.061	sparse	A1@2	boarded
1RB1LC_1LA0LC_0RD0LB_1RB1RD	counter_new	0.073	dense	A0@0	boarded
1RB1LC_1LA0LD_0RC1LB_1RC0LD	counter_new	0.062	dense	A1@2	boarded
1RB1LC_1LA0LD_1RC1LB_0LB0RC	counter_new	0.071	sparse	A1@2	boarded
1RB1LC_1LA0LD_1RC1LD_0LB0RC	counter_new	0.061	sparse	A1@2	boarded
1RB1LC_1LA0LD_1RD0LC_0RD1RB	counter_new	0.068	dense	A0@0	boarded
1RB1LC_1LA0RD_1LA---_0LC0RB	counter_new	0.073	dense	B0@1	boarded
1RB1LC_1LA0RD_1LA---_0LC0RD	counter_new	0.073	dense	B0@1	boarded
1RB1LC_1LA0RD_1LA0RD_0LA1RD	counter_new	0.071	sparse	B0@1	boarded
1RB1LC_1LA0RD_1LA0RD_0LC1RD	counter_new	0.061	sparse	B0@1	boarded
1RB1LC_1LA0RD_1RB1LC_0LC1RD	sweep_counter	0.333	dense	A0@0	-
1RB1LC_1LA0RD_1RD1LA_0LC0RB	counter_boxfail	0.068	dense	B0@1	-
1RB1LC_1LA0RD_1RD1LC_0LC1RB	counter_new	0.062	sparse	A0@0	boarded
1RB1LC_1LA1LA_1RD0LC_0RD0RB	counter_new	0.068	dense	B0@1	boarded
1RB1LC_1LA1LA_1RD0LC_0RD1RB	counter_new	0.057	dense	A0@0,B0@1	boarded
1RB1LC_1LA1LC_1LB0RD_0LB1RD	counter_new	0.073	sparse	A1@2	boarded
1RB1LC_1LA1LC_1LB0RD_0LC1RD	counter_new	0.062	sparse	A1@2	boarded
1RB1LC_1LA1LD_0LB1RC_1LB0RC	counter_new	0.070	sparse	A1@2	boarded
1RB1LC_1LA1LD_0LD1RC_1LB0RC	counter_new	0.060	sparse	A1@2	boarded
1RB1LC_1LA1LD_0RC1LA_1RC0LD	counter_new	0.065	dense	A1@2,B0@1	boarded
1RB1LC_1LA1LD_1LA0RD_0LA1RD	counter_new	0.075	sparse	B0@1	boarded
1RB1LC_1LA1LD_1LA0RD_0LC1RD	counter_new	0.064	sparse	B0@1	boarded
1RB1LC_1LA1RA_1LA0RD_0LA1RD	counter_new	0.071	sparse	B0@1	boarded
1RB1LC_1LA1RA_1LA0RD_0LC1RD	counter_new	0.061	sparse	B0@1	boarded
1RB1LC_1LA1RB_0LB0LD_0RB1LD	sweep_counter	0.334	dense	C0@3	-
1RB1LC_1LA1RB_0LD0LD_0RB1LD	sweep_counter	0.334	dense	C0@3	-
1RB1LC_1LA1RB_0RB0LD_0RB1LD	sweep_counter	0.334	dense	C0@3	-
1RB1LC_1LA1RB_0RB0LD_1RB1LD	bouncer_hybrid	0.536	sparse	A0@0	-
1RB1LC_1LA1RB_0RD0LD_0RB1LD	sweep_counter	0.334	dense	C0@3	-
1RB1LC_1LA1RB_0RD0LD_1RB1LD	bouncer_hybrid	0.536	sparse	A0@0	-
1RB1LC_1LA1RB_1LA0LD_0RB1LD	sweep_counter	0.334	dense	C0@3	-
1RB1LC_1LA1RB_1LD0LD_0RB1LD	sweep_counter	0.333	dense	A0@0	-
1RB1LC_1LA1RB_1LD0LD_1RB1LD	bouncer_hybrid	0.478	sparse	A0@0	-
1RB1LC_1LA1RB_1RA0LD_0RB1LD	sweep_counter	0.334	dense	C0@3	-
1RB1LC_1LA1RB_1RB0LD_0RB1LD	sweep_counter	0.333	dense	A0@0	-
1RB1LC_1LA1RB_1RB0LD_1RB1LD	bouncer_hybrid	0.536	sparse	A0@0	-
1RB1LC_1LA1RB_1RD0LD_0RB1LD	sweep_counter	0.333	dense	A0@0	-
1RB1LC_1LA1RB_1RD0LD_1RB1LD	bouncer_hybrid	0.478	sparse	A0@0	-
1RB1LC_1LA1RC_0RC1LD_1LA0LD	counter_new	0.071	dense	A1@2,B0@1	boarded
1RB1LC_1LA1RC_1LA0RD_0LC1RD	counter_new	0.074	dense	B0@1	no overflow chain
1RB1LC_1LA1RC_1RB0LD_0RC1LD	counter_new	0.074	dense	A0@0	no overflow chain
1RB1LC_1LA1RD_0RB1LC_1RB0LC	counter_new	0.075	sparse	A0@0	boarded
1RB1LC_1LA1RD_0RD0LA_1RB0LC	counter_boxfail	0.055	dense	A0@0	-
1RB1LC_1LA1RD_0RD0LC_1RB1RA	counter_boxfail	0.078	dense	A0@0	-
1RB1LC_1LA1RD_0RD1LC_1RB0LC	counter_new	0.064	sparse	A0@0	boarded
1RB1LC_1LA1RD_1LA0LC_0RD0RA	counter_new	0.071	dense	B0@1	boarded
1RB1LC_1LA1RD_1LA0LC_0RD1LA	counter_new	0.060	dense	B0@1	boarded
1RB1LC_1LA1RD_1LA0LC_0RD1LC	counter_new	0.071	dense	A1@2,B0@1	boarded
1RB1LC_1LA1RD_1LA0RD_0LA1RD	counter_new	0.075	sparse	B0@1	boarded
1RB1LC_1LA1RD_1LA0RD_0LC0RB	counter_boxfail	0.055	dense	B0@1	-
1RB1LC_1LA1RD_1LA0RD_0LC1RD	counter_new	0.064	sparse	B0@1	boarded
1RB1LC_1LA1RD_1LA1LB_0LC0RD	counter_boxfail	0.078	dense	B0@1	-
1RB1LC_1LA1RD_1LD0LC_0RD1LA	counter_new	0.071	dense	B0@1	boarded
1RB1LC_1LA1RD_1RB1LC_0LC0RB	counter_new	0.073	sparse	A1@2	boarded
1RB1LC_1LB1LA_1RD0LC_0RD0RB	counter_new	0.065	dense	B0@1	boarded
1RB1LC_1LB1LA_1RD0LC_0RD1RB	counter_new	0.055	dense	A0@3,B0@1	boarded
1RB1LC_1LB1RA_1LA0RD_0LA1RD	counter_new	0.071	sparse	B0@1	boarded
1RB1LC_1LB1RA_1RD0LC_1LA0RD	counter_boxfail	0.064	dense	B0@34	-
1RB1LC_1LB1RC_0RC1LD_1LA0LD	counter_new	0.068	dense	A1@11,B0@1	boarded
1RB1LC_1LB1RC_1LA0RD_0LC1RD	counter_new	0.074	dense	B0@1	no overflow chain
1RB1LC_1LC0LA_1RB1RD_1LB0RD	counter_new	0.068	dense	A0@0	boarded
1RB1LC_1LC0RB_1LD1RB_0LC1RA	counter_new	0.077	dense	A0@0	boarded
1RB1LC_1LC0RD_1LA0RD_0LA1RD	counter_new	0.071	sparse	B0@1	boarded
1RB1LC_1LC0RD_1LA0RD_0LC1RD	counter_new	0.061	sparse	B0@1	boarded
1RB1LC_1LC1LD_1LA0RD_0LA1RD	counter_new	0.075	sparse	B0@1	boarded
1RB1LC_1LC1LD_1LA0RD_0LC1RD	counter_new	0.064	sparse	B0@1	boarded
1RB1LC_1LC1RA_0LC1RD_1LB0RD	counter_new	0.071	dense	A0@0	no interior chain
1RB1LC_1LC1RA_1LA0RD_0LA1RD	counter_new	0.071	sparse	B0@1	boarded
1RB1LC_1LC1RA_1RD0LC_1LA0RD	counter_boxfail	0.064	dense	B0@30	-
1RB1LC_1LC1RA_1RD1LB_0LC0RD	counter_new	0.064	sparse	A0@0	boarded
1RB1LC_1LC1RB_0RB1LD_0RA0LC	counter_new	0.077	dense	A0@0	boarded
1RB1LC_1LC1RC_1LA0RD_0LC1RD	counter_new	0.074	dense	B0@1	no overflow chain
1RB1LC_1LC1RD_0RB0LC_1RB0LA	counter_boxfail	0.062	dense	A0@0,A1@8,D1@7	-
1RB1LC_1LC1RD_1LA0RD_0LA1RD	counter_new	0.075	sparse	B0@1	boarded
1RB1LC_1LC1RD_1LA0RD_0LC1RD	counter_new	0.064	sparse	B0@1	boarded
1RB1LC_1LC1RD_1LA1LB_0LC0RD	counter_boxfail	0.078	dense	B0@24	-
1RB1LC_1RC0LB_1LA1RD_1LB0RD	counter_new	0.073	dense	A0@0	boarded
1RB1LC_1RC0LD_1LA1RB_0RC1LD	counter_new	0.071	sparse	A0@0	boarded
1RB1LC_1RC0RB_0LC1RD_1LA1RB	counter_new	0.073	dense	A0@0	boarded
1RB1LC_1RC0RD_1LA0RD_0LA1RD	counter_new	0.071	sparse	B0@1	boarded
1RB1LC_1RC0RD_1LA0RD_0LC1RD	counter_new	0.061	sparse	B0@1	boarded
1RB1LC_1RC0RD_1RD1LA_0LC0RB	counter_boxfail	0.068	dense	B0@1	-
1RB1LC_1RC1LB_1LA1RD_0LB0RC	counter_new	0.073	sparse	A1@3	boarded
1RB1LC_1RC1LD_0LB0RC_1LB0LA	counter_boxfail	0.057	dense	A0@5,A1@13,D1@12	-
1RB1LC_1RC1LD_0LB0RC_1LB0RA	counter_boxfail	0.060	dense	A0@0,A1@5,D1@4	-
1RB1LC_1RC1LD_0LB0RC_1LB1RA	counter_boxfail	0.062	dense	A0@0,A1@5,D1@4	-
1RB1LC_1RC1LD_0LD0RC_1LA1LB	counter_boxfail	0.070	dense	A1@29	-
1RB1LC_1RC1LD_0LD0RC_1LB0LA	counter_boxfail	0.068	dense	A0@0,A1@4,D1@3	-
1RB1LC_1RC1LD_0LD0RC_1LB1LA	counter_boxfail	0.068	dense	A0@0,A1@4,D1@3	-
1RB1LC_1RC1LD_1LA0RD_0LA1RD	counter_new	0.075	sparse	B0@1	boarded
1RB1LC_1RC1LD_1LA0RD_0LC1RD	counter_new	0.064	sparse	B0@1	boarded
1RB1LC_1RC1RA_1LA0RD_0LA1RD	counter_new	0.071	sparse	B0@1	boarded
1RB1LC_1RC1RA_1LA0RD_0LC1RD	counter_new	0.061	sparse	B0@1	boarded
1RB1LC_1RC1RC_1LA0RD_0LC1RD	counter_new	0.074	dense	B0@1	no overflow chain
1RB1LC_1RC1RD_1LA0LC_0RD1LA	counter_new	0.061	dense	B0@1	boarded
1RB1LC_1RC1RD_1LA0RD_0LA1RD	counter_new	0.075	sparse	B0@1	boarded
1RB1LC_1RC1RD_1LA0RD_0LC0RB	counter_boxfail	0.055	dense	B0@1	-
1RB1LC_1RC1RD_1LA0RD_0LC1RD	counter_new	0.064	sparse	B0@1	boarded
1RB1LC_1RC1RD_1LA1LB_0LC0RD	counter_boxfail	0.078	dense	B0@5	-
1RB1LC_1RC1RD_1LA1LC_0LC0RD	counter_boxfail	0.071	sparse	B0@1	-
1RB1LC_1RC1RD_1LD0LC_0RD1LA	counter_new	0.070	dense	B0@1	boarded
1RB1LD_0LB0RC_0LD0RB_1LA---	counter_new	0.073	dense	B0@1	boarded
1RB1LD_0LB0RC_0LD0RB_1RC1LA	counter_new	0.068	dense	B0@1	no interior chain
1RB1LD_0LB0RC_0LD0RC_1LA---	counter_new	0.073	dense	B0@1	boarded
1RB1LD_0LB0RC_0LD1RC_1LA0RC	counter_new	0.061	sparse	B0@1	boarded
1RB1LD_0LB1LC_0LD1RC_1LA0RC	counter_new	0.061	sparse	B0@1	boarded
1RB1LD_0LB1LC_1RD0LC_0RD1LA	counter_new	0.062	dense	A1@5,B0@1	boarded
1RB1LD_0LB1RC_0LA1RC_1LA0RC	counter_new	0.075	sparse	B0@1	boarded
1RB1LD_0LB1RC_0LD0RB_1LA0RC	counter_boxfail	0.055	dense	B0@1	-
1RB1LD_0LB1RC_0LD0RC_1LA1LD	counter_boxfail	0.071	sparse	B0@1	-
1RB1LD_0LB1RC_0LD1RC_1LA0RC	counter_new	0.064	sparse	B0@1	boarded
1RB1LD_0LC0RB_1LA0LB_1LA---	counter_new	0.070	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA0LB_1LC---	counter_new	0.072	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA0LB_1RB1LC	counter_boxfail	0.057	dense	C1@2	-
1RB1LD_0LC0RB_1LA0LC_1LA---	counter_new	0.071	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA0LC_1LC---	counter_new	0.074	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA0LC_1RB1LC	counter_boxfail	0.059	dense	C1@2	-
1RB1LD_0LC0RB_1LA0LD_1LA---	counter_new	0.071	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA0RB_1LA---	counter_new	0.073	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA0RB_1LC---	counter_new	0.075	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA0RB_1RB1LC	counter_boxfail	0.061	dense	C1@2	-
1RB1LD_0LC0RB_1LA0RC_1LA---	counter_new	0.073	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA0RC_1LC---	counter_new	0.075	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA0RC_1RB1LC	counter_boxfail	0.061	dense	C1@2	-
1RB1LD_0LC0RB_1LA0RD_1LA---	counter_new	0.073	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA1LA_1LA---	counter_new	0.073	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA1LA_1LC---	counter_new	0.075	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA1LA_1RB1LC	counter_boxfail	0.061	dense	C1@2	-
1RB1LD_0LC0RB_1LA1LB_1LA---	counter_new	0.070	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA1LB_1LC---	counter_new	0.072	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA1LB_1RB1LC	counter_boxfail	0.057	dense	C1@2	-
1RB1LD_0LC0RB_1LA1LC_1RB1LC	counter_boxfail	0.061	dense	C1@2	-
1RB1LD_0LC0RB_1LA1LD_1RB1LC	counter_boxfail	0.061	dense	C1@2	-
1RB1LD_0LC0RB_1LA1RC_0RD1LC	counter_new	0.073	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA1RC_1LA---	counter_new	0.073	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA1RC_1LC---	counter_new	0.075	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA1RC_1RA1LC	counter_new	0.066	dense	C1@2	boarded
1RB1LD_0LC0RB_1LA1RC_1RB1LC	counter_new	0.061	dense	C1@2	no interior chain
1RB1LD_0LC0RB_1LA1RD_1LA---	counter_new	0.073	dense	C1@2	boarded
1RB1LD_0LC0RB_1LD0LB_1LA---	counter_new	0.068	dense	C1@2	boarded
1RB1LD_0LC0RB_1LD0LC_1LA---	counter_new	0.070	dense	C1@2	boarded
1RB1LD_0LC0RB_1LD0RB_1LA---	counter_new	0.071	dense	C1@2	boarded
1RB1LD_0LC0RB_1LD0RC_1LA---	counter_new	0.071	dense	C1@2	boarded
1RB1LD_0LC0RB_1LD1LB_1LA---	counter_new	0.068	dense	C1@2	boarded
1RB1LD_0LC0RB_1LD1LC_1LA0LB	counter_boxfail	0.064	dense	C1@2,D1@19	-
1RB1LD_0LC0RB_1LD1LC_1LA1LB	counter_boxfail	0.064	dense	C1@2,D1@19	-
1RB1LD_0LC0RB_1LD1LD_1LA---	counter_new	0.071	dense	C1@2	boarded
1RB1LD_0LC0RB_1LD1RC_1LA1LC	counter_new	0.071	dense	C1@2,D1@4	boarded
1RB1LD_0LC0RB_1LD1RD_1LA0LB	counter_boxfail	0.064	dense	C1@2,D1@20	-
1RB1LD_0LC0RB_1LD1RD_1LA1LB	counter_boxfail	0.064	dense	C1@2,D1@20	-
1RB1LD_0LC0RB_1LD1RD_1LA1LC	counter_new	0.071	dense	C1@2,D1@20	boarded
1RB1LD_0LC0RC_0LA1RC_1LA0RC	counter_new	0.071	sparse	B0@1	boarded
1RB1LD_0LC0RC_0LD0RB_1LA---	counter_new	0.071	dense	B0@3	boarded
1RB1LD_0LC0RC_0LD0RB_1RC1LA	counter_boxfail	0.065	dense	B0@3	-
1RB1LD_0LC0RC_0LD0RC_1LA---	counter_new	0.073	dense	B0@1	boarded
1RB1LD_0LC0RC_0LD1RC_1LA0RC	counter_new	0.061	sparse	B0@1	boarded
1RB1LD_0LC0RD_1LD0LB_1LA0RB	counter_new	0.068	dense	C1@2	boarded
1RB1LD_0LC0RD_1LD0LC_1LA0RB	counter_new	0.070	dense	C1@2	boarded
1RB1LD_0LC0RD_1LD0RB_1LA0RB	counter_new	0.071	dense	C1@2	boarded
1RB1LD_0LC0RD_1LD0RC_1LA0RB	counter_new	0.071	dense	C1@2	boarded
1RB1LD_0LC0RD_1LD1LB_1LA0RB	counter_new	0.068	dense	C1@2	boarded
1RB1LD_0LC0RD_1LD1LD_1LA0RB	counter_new	0.071	dense	C1@2	boarded
1RB1LD_0LC1LC_0LA1RC_1LA0RC	counter_new	0.075	sparse	B0@1	boarded
1RB1LD_0LC1LC_0LD1RC_1LA0RC	counter_new	0.064	sparse	B0@1	boarded
1RB1LD_0LC1RA_0LA1RC_1LA0RC	counter_new	0.071	sparse	B0@1	boarded
1RB1LD_0LC1RA_0LD1RC_1LA0RC	counter_new	0.061	sparse	B0@10	boarded
1RB1LD_0LC1RC_0LA1RC_1LA0RC	counter_new	0.075	sparse	B0@1	boarded
1RB1LD_0LC1RC_0LD0RB_1LA0RC	counter_boxfail	0.052	dense	B0@3	-
1RB1LD_0LC1RC_0LD0RC_1LA1LB	counter_boxfail	0.078	dense	B0@1	-
1RB1LD_0LC1RC_0LD1RC_1LA0RC	counter_new	0.064	sparse	B0@1	boarded
1RB1LD_0LC1RD_0LD1RC_1LA0RC	counter_new	0.074	dense	B0@1	no overflow chain
1RB1LD_0LC1RD_1RB1LC_1LA0RB	counter_new	0.066	sparse	A0@0	boarded
1RB1LD_0RC0RA_1RD1LC_0LA1RB	bouncer_dense	0.457	dense	C1@7968794	-
1RB1LD_0RC0RC_0LD0RB_1LA---	counter_new	0.073	dense	B0@1	boarded
1RB1LD_0RC0RC_0LD0RB_1RC1LA	counter_boxfail	0.068	dense	B0@1	-
1RB1LD_0RC0RC_0LD0RC_1LA---	counter_new	0.073	dense	B0@1	boarded
1RB1LD_0RC0RC_0LD1RC_1LA0RC	counter_new	0.061	sparse	B0@1	boarded
1RB1LD_0RC1LA_1LC0RB_0LA---	counter_new	0.061	dense	C0@3	boarded
1RB1LD_0RC1LB_1LA1RC_0LB0LB	sweep_counter	0.334	dense	D0@19	-
1RB1LD_0RC1LB_1LA1RC_0LC0LB	sweep_counter	0.334	dense	D0@19	-
1RB1LD_0RC1LB_1LA1RC_0RB0LB	sweep_counter	0.334	dense	D0@19	-
1RB1LD_0RC1LB_1LA1RC_0RC0LB	sweep_counter	0.334	dense	D0@19	-
1RB1LD_0RC1LB_1LA1RC_1LA0LB	sweep_counter	0.334	dense	D0@19	-
1RB1LD_0RC1LB_1LA1RC_1LB0LB	sweep_counter	0.333	dense	A0@3	-
1RB1LD_0RC1LB_1LA1RC_1RA0LB	sweep_counter	0.334	dense	D0@19	-
1RB1LD_0RC1LB_1LA1RC_1RB0LB	sweep_counter	0.333	dense	A0@3	-
1RB1LD_0RC1LB_1LA1RC_1RC0LB	sweep_counter	0.333	dense	A0@3	-
1RB1LD_0RC1LB_1LD1RC_1LA0LB	sweep_counter	0.334	dense	A1@4	-
1RB1LD_0RC1LB_1RD0LB_1LA1RC	counter_new	0.061	sparse	A0@8	boarded
1RB1LD_0RC1LC_0LD1RC_1LA0RC	counter_new	0.064	sparse	B0@1	boarded
1RB1LD_0RC1LD_1LB1RC_1RA0LB	counter_new	0.062	sparse	A0@0	boarded
1RB1LD_0RC1RA_0LD1RC_1LA0RC	counter_new	0.061	sparse	B0@1	boarded
1RB1LD_0RC1RC_0LD0RB_1LA0RC	counter_boxfail	0.055	dense	B0@1	-
1RB1LD_0RC1RC_0LD0RC_1LA1LB	counter_boxfail	0.078	dense	B0@1	-
1RB1LD_0RC1RC_0LD1RC_1LA0RC	counter_new	0.064	sparse	B0@1	boarded
1RB1LD_0RC1RD_0LD1RC_1LA0RC	counter_new	0.074	dense	B0@1	no overflow chain
1RB1LD_1LB0RC_0LA1RC_1LA0RC	counter_new	0.071	sparse	B0@1	boarded
1RB1LD_1LB0RC_0LD0RC_1LA---	counter_new	0.073	dense	B0@1	boarded
1RB1LD_1LB0RC_0LD1RC_1LA0RC	counter_new	0.061	sparse	B0@1	boarded
1RB1LD_1LB1LC_0LD1RC_1LA0RC	counter_new	0.061	sparse	B0@1	boarded
1RB1LD_1LB1LC_1RD0LC_0RD1LA	counter_new	0.062	dense	A1@5,B0@1	boarded
1RB1LD_1LB1RC_0LA1RC_1LA0RC	counter_new	0.075	sparse	B0@1	boarded
1RB1LD_1LB1RC_0LD0RB_1LA0RC	counter_boxfail	0.055	dense	B0@5	-
1RB1LD_1LB1RC_0LD0RC_1LA1LB	counter_new	0.078	dense	B0@1	no interior chain
1RB1LD_1LB1RC_0LD1RC_1LA0RC	counter_new	0.064	sparse	B0@1	boarded
1RB1LD_1LB1RC_0RC1LA_1LA0LD	counter_new	0.060	dense	B0@1	boarded
1RB1LD_1LB1RC_0RC1LA_1LC0LD	counter_new	0.071	dense	B0@1	boarded
1RB1LD_1LC0LA_0RC1RB_1RC0LD	counter_new	0.068	dense	A0@0	boarded
1RB1LD_1LC0LC_1RD1LB_1LA0RD	counter_boxfail	0.055	dense	A1@25	-
1RB1LD_1LC0RA_0RC1LA_1RC0LD	counter_new	0.057	dense	B0@1	boarded
1RB1LD_1LC0RA_1RD1LB_0LC0RD	counter_boxfail	0.057	dense	A0@0,A1@23,B1@22	-
1RB1LD_1LC0RB_0LC0RD_1LA1RD	counter_new	0.068	dense	A1@5,D1@3	boarded
1RB1LD_1LC0RB_0LD1RA_0LD1RB	counter_new	0.068	dense	A0@0	boarded
1RB1LD_1LC0RB_0LD1RA_1LC1RB	counter_new	0.073	dense	A0@0	no interior chain
1RB1LD_1LC0RB_0LD1RA_1LD1RB	sweep_counter	0.332	dense	A0@0	-
1RB1LD_1LC0RB_0RA1RA_0LD1RB	counter_new	0.060	dense	A0@0	boarded
1RB1LD_1LC0RB_0RA1RB_0LD1RB	counter_new	0.068	dense	A0@0	boarded
1RB1LD_1LC0RB_1LD1RA_0LD1RB	counter_new	0.071	dense	A0@0	no interior chain
1RB1LD_1LC0RC_0LA1RC_1LA0RC	counter_new	0.071	sparse	B0@1	boarded
1RB1LD_1LC0RC_0LD0RB_1LA---	counter_new	0.073	dense	B0@1	boarded
1RB1LD_1LC0RC_0LD0RB_1RC1LA	counter_boxfail	0.068	dense	B0@1	-
1RB1LD_1LC0RC_0LD0RC_1LA---	counter_new	0.073	dense	B0@1	boarded
1RB1LD_1LC0RC_0LD1RC_1LA0RC	counter_new	0.061	sparse	B0@1	boarded
1RB1LD_1LC0RD_1RA1LB_0LB1RD	counter_new	0.064	sparse	A0@0	boarded
