# spec	subclass	growth_exp_1e6_1e8	live_density_1e8	quiet_pins_1e8	qc_result
1RB0LC_0LA1LC_0RD1LC_1LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB0LC_0LA1LD_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_0LA1LD_0RD1LC_1LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB0LC_0LA1RA_0RD1LA_1LC1RD	counter_new	0.066	sparse	B0@1	boarded
1RB0LC_0LA1RD_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_0LA1RD_0RD1LC_1LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB0LC_0LB1LA_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_0LB1LA_1RD0LC_0RD1LA	counter_new	0.065	dense	B0@1	boarded
1RB0LC_0LB1LC_0RD1LC_1LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB0LC_0LB1LC_1RD0LC_0RD1LA	counter_new	0.065	dense	A1@5,B0@1	boarded
1RB0LC_0LB1RC_1LA1RD_1LB0RD	counter_new	0.057	dense	A0@6	boarded
1RB0LC_0LB1RC_1LD1RA_0RC0LD	counter_boxfail	0.061	dense	A1@9	-
1RB0LC_0LC0LB_1RC1RD_1LA1LB	bouncer_hybrid	0.494	sparse	A0@0	-
1RB0LC_0LC1LA_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_0LC1LC_0RD1LC_1LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB0LC_0LC1LD_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_0LC1LD_0RD1LC_1LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB0LC_0LC1RA_1LB1RD_1LC0RD	counter_new	0.072	sparse	A0@0	boarded
1RB0LC_0LC1RC_0RD1LC_1LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB0LC_0LC1RC_0RD1RD_1LA0LD	bouncer_hybrid	0.486	sparse	B0@1	-
1RB0LC_0LC1RC_1RC1RD_1LA0LD	bouncer_hybrid	0.516	sparse	B0@1	-
1RB0LC_0LC1RD_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_0LC1RD_0RD1LC_1LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB0LC_0RC0LD_1LD1RC_0RA1LB	counter_new	0.072	dense	A1@4	boarded
1RB0LC_0RC1LA_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_0RC1LB_1LD1RC_1LA0LB	sweep_counter	0.334	dense	A1@4	-
1RB0LC_0RC1LC_0RD1LC_1LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB0LC_0RC1LD_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_0RC1LD_0RD1LC_1LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB0LC_0RC1RD_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_0RC1RD_0RD1LC_1LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB0LC_1LA0LC_0LB0RD_1RD1LB	counter_new	0.073	sparse	A1@2	boarded
1RB0LC_1LA0LC_0LB0RD_1RD1LC	counter_new	0.062	sparse	A1@2	boarded
1RB0LC_1LA0LD_0RC1LB_1RC0LD	counter_new	0.065	dense	A1@2	boarded
1RB0LC_1LA0LD_1RC1LB_0LB0RC	counter_new	0.073	sparse	A1@2	boarded
1RB0LC_1LA0LD_1RC1LD_0LB0RC	counter_new	0.062	sparse	A1@2	boarded
1RB0LC_1LA1LA_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_1LA1LA_1RD0LC_0RD1LA	counter_new	0.068	dense	B0@1	boarded
1RB0LC_1LA1LC_0RD1LC_1LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB0LC_1LA1LC_1LB0RD_0LB1RD	counter_new	0.071	sparse	A1@2	boarded
1RB0LC_1LA1LC_1LB0RD_0LC1RD	counter_new	0.061	sparse	A1@2	boarded
1RB0LC_1LA1LC_1RD0LC_0RD1LA	counter_new	0.068	dense	A1@2,B0@1	boarded
1RB0LC_1LA1LD_0LB1RC_1LB0RC	counter_new	0.070	sparse	A1@2	boarded
1RB0LC_1LA1LD_0LD1RC_1LB0RC	counter_new	0.060	sparse	A1@2	boarded
1RB0LC_1LA1LD_0RC1LA_1RC0LD	counter_new	0.068	dense	A1@2,B0@1	boarded
1RB0LC_1LA1LD_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_1LA1LD_0RD1LC_1LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB0LC_1LA1LD_1RC1RB_0LC0LD	bouncer_hybrid	0.494	sparse	A0@0	-
1RB0LC_1LA1LD_1RC1RB_0RC0LD	sweep_counter	0.335	dense	A0@0	-
1RB0LC_1LA1LD_1RC1RB_1RC0LD	bouncer_hybrid	0.490	sparse	A0@0	-
1RB0LC_1LA1RA_0RD1LA_1LC1RD	counter_new	0.066	sparse	B0@1	boarded
1RB0LC_1LA1RA_0RD1LD_0RB1LC	counter_new	0.070	sparse	C0@3	boarded
1RB0LC_1LA1RA_1RC1LD_0RB1LC	counter_new	0.071	sparse	C0@4	boarded
1RB0LC_1LA1RB_0RD1LC_1LC1RB	sweep_counter	0.332	dense	A0@0	-
1RB0LC_1LA1RB_0RD1LC_1RB1RB	sweep_counter	0.332	dense	A0@0	-
1RB0LC_1LA1RB_0RD1LC_1RC1RB	sweep_counter	0.332	dense	A0@0	-
1RB0LC_1LA1RB_0RD1LC_1RD1RB	sweep_counter	0.332	dense	A0@0	-
1RB0LC_1LA1RB_1RC1LD_0RB1LD	sweep_counter	0.332	dense	A0@0	-
1RB0LC_1LA1RB_1RD1LC_0LC0RB	sweep_counter	0.334	dense	D0@4	-
1RB0LC_1LA1RB_1RD1LC_0RC0RB	sweep_counter	0.334	dense	D0@4	-
1RB0LC_1LA1RB_1RD1LC_1LB0RB	sweep_counter	0.333	dense	A0@0	-
1RB0LC_1LA1RB_1RD1LC_1LD0RB	sweep_counter	0.334	dense	D0@4	-
1RB0LC_1LA1RB_1RD1LC_1RB0RB	sweep_counter	0.333	dense	A0@0	-
1RB0LC_1LA1RB_1RD1LC_1RD0RB	sweep_counter	0.334	dense	D0@4	-
1RB0LC_1LA1RC_0RC1LD_1LA0LD	counter_new	0.073	dense	A1@2,B0@1	boarded
1RB0LC_1LA1RC_0RD1LC_1LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB0LC_1LA1RC_0RD1RD_1LA0LD	bouncer_hybrid	0.486	sparse	B0@1	-
1RB0LC_1LA1RC_1LD0RB_0RC0LD	counter_new	0.075	dense	A1@2	boarded
1RB0LC_1LA1RC_1RC1RD_1LA0LD	bouncer_hybrid	0.516	sparse	B0@1	-
1RB0LC_1LA1RD_0RB1LC_1RB0LC	counter_new	0.071	sparse	A0@5	boarded
1RB0LC_1LA1RD_0RD0LA_1LC1RB	counter_boxfail	0.068	dense	A0@0	-
1RB0LC_1LA1RD_0RD0LA_1RB---	counter_new	0.073	dense	A0@0	boarded
1RB0LC_1LA1RD_0RD0LC_1RB---	counter_new	0.073	dense	A0@0	boarded
1RB0LC_1LA1RD_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_1LA1RD_0RD1LC_1LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB0LC_1LA1RD_0RD1LC_1RB0LC	counter_new	0.061	sparse	A0@0	boarded
1RB0LC_1LA1RD_1LA0LC_0RD1LC	counter_new	0.071	dense	A1@9,B0@1	boarded
1RB0LC_1LA1RD_1LA0LC_0RD1RC	counter_new	0.070	dense	B0@1	boarded
1RB0LC_1LA1RD_1LA1LC_0RC0LD	bouncer_hybrid	0.527	sparse	B0@1	-
1RB0LC_1LB1LA_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_1LB1LA_1RD0LC_0RD1LA	counter_new	0.065	dense	B0@1	boarded
1RB0LC_1LB1LC_0RD1LC_1LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB0LC_1LB1LC_1RA1RD_0RB0RD	bouncer_hybrid	0.504	sparse	A0@0	-
1RB0LC_1LB1LC_1RD0LC_0RD1LA	counter_new	0.065	dense	A1@5,B0@1	boarded
1RB0LC_1LB1RC_0RC1LD_1LA0LD	counter_new	0.068	dense	A1@11,B0@1	boarded
1RB0LC_1LB1RC_0RD1LC_1LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB0LC_1LC0LA_1RD1LA_0RD1LC	counter_new	0.075	dense	B0@1	boarded
1RB0LC_1LC0RA_1RD1LB_0LC0RD	counter_boxfail	0.058	dense	A0@0,A1@23,B1@22	-
1RB0LC_1LC0RB_1LD0LD_0RA0LD	counter_new	0.065	dense	C1@2	boarded
1RB0LC_1LC0RB_1LD0LD_0RA1RB	counter_new	0.065	dense	A0@4,C1@2	boarded
1RB0LC_1LC0RB_1LD1LA_0RA0LD	counter_new	0.065	dense	C1@2	boarded
1RB0LC_1LC0RB_1LD1LA_0RA1RB	counter_new	0.068	dense	A0@3,C1@2	boarded
1RB0LC_1LC0RB_1LD1RB_0LC1RA	counter_new	0.072	sparse	A0@0	boarded
1RB0LC_1LC0RB_1LD1RB_0RA0LD	counter_new	0.065	dense	C1@2	boarded
1RB0LC_1LC0RB_1LD1RB_0RA1RA	counter_new	0.060	dense	A0@0	boarded
1RB0LC_1LC0RB_1LD1RB_0RA1RB	counter_new	0.068	dense	A0@0,C1@2	boarded
1RB0LC_1LC0RB_1LD1RC_0RA1RB	counter_new	0.065	dense	A0@0,C1@3	boarded
1RB0LC_1LC0RB_1RD1RB_0LA1LA	counter_new	0.060	dense	A0@0	boarded
1RB0LC_1LC0RD_1RB1LC_1LA1RD	sweep_counter	0.334	dense	A0@0	-
1RB0LC_1LC1LA_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_1LC1LA_0RD1LC_1LB1RD	sweep_counter	0.334	dense	A0@0	-
1RB0LC_1LC1LA_1RD0LC_0RD1LA	counter_new	0.068	dense	B0@1	boarded
1RB0LC_1LC1LA_1RD1LB_0LC0RD	counter_boxfail	0.056	dense	A0@23,A1@25,B1@24	-
1RB0LC_1LC1LC_0RD1LC_1LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB0LC_1LC1LD_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_1LC1LD_0RD1LC_1LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB0LC_1LC1RA_0RB0LC_------	counter_boxfail	0.062	dense	A1@7	-
1RB0LC_1LC1RA_0RD1LA_1LC1RD	counter_new	0.066	sparse	B0@1	boarded
1RB0LC_1LC1RA_1RD1LB_0LC0RD	counter_boxfail	0.058	dense	A0@0,A1@23,B1@22	-
1RB0LC_1LC1RB_0RB1LD_0RA0LC	counter_new	0.072	sparse	A0@0	boarded
1RB0LC_1LC1RB_0RB1LD_1LB1LA	counter_boxfail	0.076	sparse	A0@0	-
1RB0LC_1LC1RC_0RD1LC_1LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB0LC_1LC1RD_0LA1RB_0RB---	counter_new	0.062	dense	A0@0	boarded
1RB0LC_1LC1RD_0RB0LC_1RB0LA	counter_boxfail	0.062	dense	A0@0,A1@8,D1@7	-
1RB0LC_1LC1RD_0RB1LC_1LA1RD	sweep_counter	0.332	dense	A0@0	-
1RB0LC_1LC1RD_0RD0LC_1LC1RA	counter_boxfail	0.066	dense	A1@7	-
1RB0LC_1LC1RD_0RD0LC_1RA---	counter_new	0.065	dense	A1@5	boarded
1RB0LC_1LC1RD_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_1LC1RD_0RD1LC_1LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB0LC_1LC1RD_1LA0LC_0RD1LC	counter_new	0.071	dense	A1@9,B0@1	boarded
1RB0LC_1LC1RD_1LA0LC_0RD1RC	counter_new	0.070	dense	B0@1	boarded
1RB0LC_1RC---_1LD1RA_0RB0LD	counter_new	0.075	dense	A1@12	boarded
1RB0LC_1RC1LA_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_1RC1LA_0RD1LC_1LB1RD	sweep_counter	0.334	dense	A0@0	-
1RB0LC_1RC1LA_1LD1RB_0RB0LD	counter_new	0.075	sparse	A0@0	boarded
1RB0LC_1RC1LB_1LA1RD_0LB0RC	counter_new	0.073	sparse	A1@3	boarded
1RB0LC_1RC1LC_0RD1LC_1LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB0LC_1RC1LD_0LB0RC_1LB0LA	counter_boxfail	0.057	dense	A0@5,A1@13,D1@12	-
1RB0LC_1RC1LD_0LB0RC_1LB0RA	counter_boxfail	0.060	dense	A0@0,A1@5,D1@4	-
1RB0LC_1RC1LD_0LB0RC_1LB1RA	counter_boxfail	0.061	dense	A0@0,A1@5,D1@4	-
1RB0LC_1RC1LD_0LD0RC_1LA1LB	counter_boxfail	0.070	dense	A1@29	-
1RB0LC_1RC1LD_0LD0RC_1LB0LA	counter_boxfail	0.068	dense	A0@0,A1@4,D1@3	-
1RB0LC_1RC1LD_0LD0RC_1LB1LA	counter_boxfail	0.068	dense	A0@0,A1@4,D1@3	-
1RB0LC_1RC1LD_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_1RC1LD_0RD1LC_1LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB0LC_1RC1RA_0RD1LA_1LC1RD	counter_new	0.066	sparse	B0@1	boarded
1RB0LC_1RC1RD_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
1RB0LC_1RC1RD_0RD1LC_1LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB0LC_1RC1RD_1LA0LC_0RD1LC	counter_new	0.073	dense	A1@3,B0@1	boarded
1RB0LC_1RC1RD_1LA0LC_0RD1RC	counter_new	0.070	dense	B0@1	boarded
1RB0LC_1RC1RD_1LA1LC_0RC0LD	bouncer_hybrid	0.527	sparse	B0@1	-
1RB0LD_0LB1LC_1LA1RC_0RC1LD	sweep_counter	0.332	dense	B0@1	-
1RB0LD_0LB1LC_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_0LB1LC_1RD0LC_0RD1LA	counter_new	0.065	dense	A1@5,B0@1	boarded
1RB0LD_0LB1RC_1LA1RC_0RC1LD	sweep_counter	0.332	dense	B0@1	-
1RB0LD_0LB1RC_1LD1RA_0RC0LD	counter_boxfail	0.061	dense	A1@9	-
1RB0LD_0LB1RC_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_0LC0LA_0RC1LD_1RC1LA	counter_new	0.073	dense	B0@1	boarded
1RB0LD_0LC0LA_1RC1LB_0LB0RC	counter_new	0.065	sparse	A0@0	no anchor
1RB0LD_0LC0LA_1RC1LD_0LB0RC	counter_new	0.076	sparse	A0@0	no anchor
1RB0LD_0LC0RC_0RB1LD_1LA---	counter_new	0.071	dense	B0@1	boarded
1RB0LD_0LC1LA_0RC1LA_1RC0LD	counter_new	0.065	dense	B0@1	boarded
1RB0LD_0LC1LA_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_0LC1LC_1LA1RC_0RC1LD	sweep_counter	0.332	dense	B0@1	-
1RB0LD_0LC1LC_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_0LC1LD_1LA1RC_0RC1LD	sweep_counter	0.332	dense	B0@1	-
1RB0LD_0LC1RA_1LD1RC_0RC1LA	counter_new	0.066	sparse	B0@1	boarded
1RB0LD_0LC1RC_0RC1LD_1LA0LA	counter_new	0.071	dense	B0@1	boarded
1RB0LD_0LC1RC_0RC1RD_1LA0LD	counter_new	0.070	dense	B0@1	boarded
1RB0LD_0LC1RC_1LA1RC_0RC1LD	sweep_counter	0.332	dense	B0@1	-
1RB0LD_0LC1RC_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_0LC1RD_1LA1RC_0RC1LD	sweep_counter	0.332	dense	B0@1	-
1RB0LD_0RC0RB_1LC1LD_1RA1RB	bouncer_hybrid	0.495	sparse	A0@0	-
1RB0LD_0RC1LA_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_0RC1LB_1LA1RC_1RD1LB	sweep_counter	0.332	dense	A0@3	-
1RB0LD_0RC1LB_1LD1RC_1LA0LB	sweep_counter	0.335	dense	A1@4	-
1RB0LD_0RC1LC_1LA1RC_0RC1LD	sweep_counter	0.332	dense	B0@1	-
1RB0LD_0RC1LC_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_0RC1LD_1LA1RC_0RC1LD	sweep_counter	0.332	dense	B0@1	-
1RB0LD_0RC1RC_1LA1RC_0RC1LD	sweep_counter	0.332	dense	B0@1	-
1RB0LD_0RC1RC_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_1LB0RC_0RB1LD_1LA---	counter_new	0.073	dense	B0@1	boarded
1RB0LD_1LB0RC_1RC1LD_1LA0RB	counter_new	0.073	dense	B0@1	boarded
1RB0LD_1LB1LC_1LA1RC_0RC1LD	sweep_counter	0.333	dense	B0@1	-
1RB0LD_1LB1LC_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_1LB1LC_1RD0LC_0RD1LA	counter_new	0.065	dense	A1@5,B0@1	boarded
1RB0LD_1LB1RC_0RC1LD_1LA0LD	counter_new	0.071	dense	A1@11,B0@1	boarded
1RB0LD_1LB1RC_0RC1RD_1LA0LD	counter_new	0.070	dense	B0@1	boarded
1RB0LD_1LB1RC_1LA1RC_0RC1LD	sweep_counter	0.333	dense	B0@1	-
1RB0LD_1LB1RC_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_1LC0LA_0RC1LD_1RC1LA	counter_new	0.073	dense	B0@1	boarded
1RB0LD_1LC0LB_0RA0LD_1RD1RB	bouncer_hybrid	0.516	sparse	A0@0	-
1RB0LD_1LC0LB_0RA1LC_1RD1RB	bouncer_hybrid	0.515	sparse	A0@0	-
1RB0LD_1LC0LC_1RD1LB_1LA0RD	counter_boxfail	0.055	dense	A1@25	-
1RB0LD_1LC0RA_1RD1LB_0LC0RD	counter_boxfail	0.057	dense	A0@0,A1@23,B1@22	-
1RB0LD_1LC0RB_0LC0RD_1LA1RD	counter_new	0.068	dense	A1@5,D1@3	boarded
1RB0LD_1LC0RB_0LC1LD_0RD1RA	counter_new	0.065	dense	D0@3	boarded
1RB0LD_1LC0RB_0LC1LD_1RA1RA	counter_new	0.068	dense	D0@3	boarded
1RB0LD_1LC0RB_0LC1LD_1RC1RA	counter_new	0.068	dense	D0@3	boarded
1RB0LD_1LC0RB_0LC1LD_1RD1RA	counter_new	0.065	dense	D0@3	boarded
1RB0LD_1LC0RB_1RA0LC_0LC1LD	counter_new	0.062	dense	C1@2	boarded
1RB0LD_1LC0RC_0RB1LD_1LA---	counter_new	0.071	dense	B0@1	boarded
1RB0LD_1LC0RC_1LA1RC_1RB1LD	sweep_counter	0.333	dense	A0@10	-
1RB0LD_1LC1LA_0RC1LA_1RC0LD	counter_new	0.065	dense	B0@1	boarded
1RB0LD_1LC1LA_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_1LC1LA_1LD1RC_0RC1LB	counter_boxfail	0.076	sparse	A0@7	-
1RB0LD_1LC1LA_1RD1LB_0LC0RD	counter_boxfail	0.055	dense	A0@23,A1@25,B1@24	-
1RB0LD_1LC1LB_1RD1LA_0LC0RD	counter_boxfail	0.069	dense	A1@33	-
1RB0LD_1LC1LC_1LA1RC_0RC1LD	sweep_counter	0.333	dense	B0@1	-
1RB0LD_1LC1LC_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_1LC1LD_1LA1RC_0RC1LD	sweep_counter	0.333	dense	B0@1	-
1RB0LD_1LC1RA_0LD1LB_0RA1LD	counter_new	0.061	sparse	C0@4	boarded
1RB0LD_1LC1RA_0RA1LB_0RA1LD	counter_new	0.061	sparse	C0@4	boarded
1RB0LD_1LC1RA_0RB0LC_---0LB	counter_boxfail	0.062	dense	A1@7,D1@8	-
1RB0LD_1LC1RA_0RB0LC_---0LC	counter_boxfail	0.062	dense	A1@7,D1@8	-
1RB0LD_1LC1RA_0RB0LC_---0RB	counter_boxfail	0.061	dense	A1@7,D1@8	-
1RB0LD_1LC1RA_0RB0LC_---0RC	counter_boxfail	0.060	dense	A1@7,D1@8	-
1RB0LD_1LC1RA_0RB0LC_---1LC	counter_boxfail	0.062	dense	A1@7,D1@8	-
1RB0LD_1LC1RA_0RB0LC_---1RA	counter_boxfail	0.062	dense	A1@7,D1@8	-
1RB0LD_1LC1RA_0RB0LC_---1RC	counter_boxfail	0.060	dense	A1@7,D1@8	-
1RB0LD_1LC1RA_0RB0LC_0LB0LD	counter_boxfail	0.062	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_0LB0RD	counter_boxfail	0.062	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_0LB1LD	counter_boxfail	0.062	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_0LB1RD	counter_boxfail	0.062	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_0LC0LD	counter_boxfail	0.062	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_0LC0RD	counter_boxfail	0.061	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_0LC1RD	counter_boxfail	0.062	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_0RB0LD	counter_boxfail	0.062	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_0RB0RD	counter_boxfail	0.060	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_0RB1LD	counter_boxfail	0.062	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_0RB1RD	counter_boxfail	0.060	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_0RC0LD	counter_boxfail	0.061	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_0RC0RD	counter_boxfail	0.058	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_0RC1LD	counter_boxfail	0.062	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_0RC1RD	counter_boxfail	0.058	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_1LC0LD	counter_boxfail	0.062	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_1LC0RD	counter_boxfail	0.061	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_1RA0LD	counter_boxfail	0.062	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_1RA0RD	counter_boxfail	0.061	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_1RB1RD	counter_boxfail	0.062	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_1RC0LD	counter_boxfail	0.061	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_1RC0RD	counter_boxfail	0.058	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_1RC1LD	counter_boxfail	0.062	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LC_1RC1RD	counter_boxfail	0.058	dense	A1@7,D0@9,D1@8	-
1RB0LD_1LC1RA_0RB0LD_0RB1LD	counter_new	0.071	sparse	C0@5	boarded
1RB0LD_1LC1RA_0RB1LB_0RB1LD	counter_new	0.071	sparse	C0@4	boarded
1RB0LD_1LC1RA_0RB1LD_0LB0LC	counter_boxfail	0.073	dense	D0@3	-
1RB0LD_1LC1RA_0RB1LD_0LC0LC	counter_boxfail	0.073	dense	D0@3	-
1RB0LD_1LC1RA_0RB1LD_0RB0LC	counter_boxfail	0.073	dense	D0@3	-
1RB0LD_1LC1RA_0RB1LD_0RD0LC	counter_boxfail	0.073	dense	D0@3	-
1RB0LD_1LC1RA_0RB1LD_1LB0LC	counter_boxfail	0.073	dense	D0@3	-
1RB0LD_1LC1RA_0RB1LD_1LC0LC	counter_boxfail	0.073	dense	D0@3	-
1RB0LD_1LC1RA_0RB1LD_1RA0LC	counter_boxfail	0.073	dense	D0@3	-
1RB0LD_1LC1RA_0RB1LD_1RC0LC	counter_boxfail	0.073	dense	D0@3	-
1RB0LD_1LC1RA_0RD0LD_0RB1LD	counter_new	0.071	sparse	C0@5	boarded
1RB0LD_1LC1RA_0RD1LB_0RA1LD	counter_new	0.061	sparse	C0@4	boarded
1RB0LD_1LC1RA_0RD1LB_0RB1LD	counter_new	0.071	sparse	C0@4	boarded
1RB0LD_1LC1RA_1LA0LD_0RB1LD	counter_new	0.071	sparse	C0@5	boarded
1RB0LD_1LC1RA_1LA1LB_0RA1LD	counter_new	0.061	sparse	C0@4	boarded
1RB0LD_1LC1RA_1LA1LB_0RB1LD	counter_new	0.071	sparse	C0@4	boarded
1RB0LD_1LC1RA_1LD0LD_0RB1LD	counter_new	0.071	sparse	C0@5	boarded
1RB0LD_1LC1RA_1LD1LB_0RA1LD	counter_new	0.061	sparse	C0@4	boarded
1RB0LD_1LC1RA_1LD1LB_0RB1LD	counter_new	0.071	sparse	C0@4	boarded
1RB0LD_1LC1RA_1LD1RC_0RC1LA	counter_new	0.066	sparse	B0@1	boarded
1RB0LD_1LC1RA_1RA0LD_0RB1LD	counter_new	0.071	sparse	C0@5	boarded
1RB0LD_1LC1RA_1RA1LB_0RB1LD	counter_new	0.071	sparse	C0@4	boarded
1RB0LD_1LC1RA_1RB0LD_0RB1LD	counter_new	0.071	sparse	C0@5	boarded
1RB0LD_1LC1RA_1RB1LB_0RA1LD	counter_new	0.061	sparse	C0@4	boarded
1RB0LD_1LC1RA_1RB1LB_0RB1LD	counter_new	0.071	sparse	C0@4	boarded
1RB0LD_1LC1RA_1RC0LD_0RB1LD	counter_new	0.071	sparse	C0@5	boarded
1RB0LD_1LC1RA_1RC1LB_0RB1LD	counter_new	0.071	sparse	C0@4	boarded
1RB0LD_1LC1RA_1RD0LD_0RB1LD	counter_new	0.071	sparse	C0@5	boarded
1RB0LD_1LC1RA_1RD1LB_0LC0RD	counter_boxfail	0.058	dense	A0@0,A1@23,B1@22	-
1RB0LD_1LC1RA_1RD1LB_0RA1LD	counter_new	0.061	sparse	C0@4	boarded
1RB0LD_1LC1RA_1RD1LB_0RB1LD	counter_new	0.071	sparse	C0@4	boarded
1RB0LD_1LC1RC_0RC1LD_1LA0LA	counter_new	0.071	dense	B0@1	boarded
1RB0LD_1LC1RC_1LA1RC_0RC1LD	sweep_counter	0.333	dense	B0@1	-
1RB0LD_1LC1RC_1LD1RC_0RC1LA	counter_new	0.062	sparse	B0@1	boarded
1RB0LD_1LC1RD_0RA1RD_1LB0RD	counter_boxfail	0.073	dense	A0@0	-
1RB0LD_1LC1RD_0RD0LC_1LC1RA	counter_boxfail	0.066	dense	A1@7	-
1RB0LD_1LC1RD_1LA0LC_0RD1LC	counter_new	0.068	dense	A1@9,B0@1	boarded
